account_id,account_name,industry,account_owner,created_ts,source_system
ACC2461,Chopra Retail,Retail,Deepak Nair,2026-05-11,CRM
ACC2397,Pandey Pharmaceuticals,Financial Services,Manish Shukla,2026-05-13,CRM
ACC2417,Kumar Enterprises,Transportation,Deepak Srivastava,2026-06-29,CRM
ACC2264,Desai Solutions,Transportation,Sneha Kapoor,2026-06-28,CRM
ACC2233,Shah Healthcare,Technology,Rohit Menon,2026-04-16,CRM
ACC2588,Bajaj Retail,Financial Services,Sneha Bose,2026-04-09,CRM
ACC2072,Bose Services,Technology,Prakash Sharma,2026-03-18,CRM
ACC2571,Sharma Technologies,Technology,Rajesh Menon,2026-03-12,CRM
ACC2932,Iyer Solutions,Financial Services,Amit Gupta,2026-01-04,CRM
ACC2277,Bose Services,Healthcare,Manish Verma,2026-02-03,CRM
ACC2870,Shah Retail,Retail,Deepak Joshi,2026-03-03,CRM
ACC2075,Bose Solutions,Retail,Sandeep Joshi,2026-03-09,CRM
ACC2089,Shukla Healthcare,Construction,Amit Srivastava,2026-04-28,CRM
ACC2038,Reddy Textiles,Construction,Prakash Srivastava,2026-05-19,CRM
ACC2785,Singh Foods,Construction,John Patel,2026-01-06,CRM
ACC2470,Pandey Healthcare,Manufacturing,Anjali Menon,2026-05-09,CRM
ACC2024,Patel Services,Healthcare,John Yadav,2026-02-09,CRM
ACC2820,Kumar Pharmaceuticals,Healthcare,Sneha Desai,2026-03-09,CRM
ACC2702,Iyer Solutions,Healthcare,Arjun Singh,2026-03-05,CRM
ACC2073,Shah Finance,Healthcare,Jane Bajaj,2026-01-28,CRM
ACC2890,Kumar Pharmaceuticals,Retail,Anita Yadav,2026-01-23,CRM
ACC2445,Chopra Group,Technology,Sachin Dubey,2026-03-22,CRM
ACC2719,Gupta Group,Manufacturing,Sunita Singh,2026-01-30,CRM
ACC2738,Desai Foods,Manufacturing,Alok Kapoor,2026-02-20,CRM
ACC2210,Verma Solutions,Retail,Ravi Kapoor,2026-02-09,CRM
ACC2106,Chopra Pharmaceuticals,Manufacturing,Mala Mehta,2026-04-24,CRM
ACC2434,Patel Solutions,Retail,Neha Gupta,2026-05-28,CRM
ACC2873,Iyer Group,Manufacturing,Dinesh Banerjee,2026-04-14,CRM
ACC2788,Shah Foods,Transportation,Sunita Sharma,2026-02-06,CRM
ACC2644,Joshi Pharmaceuticals,Healthcare,Rohit Chopra,2026-03-09,CRM
ACC2922,Mehta Traders,Financial Services,Arjun Bose,2026-04-02,CRM
ACC2215,Mishra Retail,Financial Services,Sandeep Malhotra,2026-01-01,CRM
ACC2067,Chopra Group,Retail,Deepak Kapoor,2026-01-19,CRM
ACC2641,Menon Textiles,Healthcare,Geeta Nair,2026-02-24,CRM
ACC2007,Chopra Industries,Healthcare,Rekha Yadav,2026-04-08,CRM
ACC2935,Bose Enterprises,Construction,Jane Menon,2026-05-04,CRM
ACC2550,Mishra Consulting,Technology,Meera Joshi,2026-06-21,CRM
ACC2171,Kumar Finance,Healthcare,Vikram Desai,2026-05-17,CRM
ACC2098,Malhotra Consulting,Technology,Rahul Agrawal,2026-06-25,CRM
ACC2084,Yadav Retail,Retail,Jane Desai,2026-04-15,CRM
ACC2751,Shah Industries,Construction,Sanjay Verma,2026-04-26,CRM
ACC2762,Nair Finance,Retail,John Nair,2026-01-20,CRM
ACC2197,Kapoor Group,Financial Services,Prakash Mehta,2026-02-16,CRM
ACC2667,Pandey Foods,Transportation,Kavita Srivastava,2026-04-20,CRM
ACC2303,Kumar Finance,Transportation,Shalini Sharma,2026-03-21,CRM
ACC2044,Singh Finance,Transportation,Meera Agrawal,2026-05-05,CRM
ACC2498,Iyer Enterprises,Construction,Suresh Mehta,2026-01-04,CRM
ACC2776,Bajaj Consulting,Retail,Vikram Sharma,2026-03-13,CRM
ACC2520,Iyer Services,Healthcare,Neha Das,2026-02-25,CRM
ACC2838,Desai Group,Manufacturing,Usha Bajaj,2026-03-09,CRM
ACC2383,Desai Industries,Technology,John Agrawal,2026-05-20,CRM
ACC2529,Krishnan Textiles,Retail,Usha Menon,2026-02-28,CRM
ACC2926,Menon Solutions,Retail,Lakshmi Mishra,2026-02-12,CRM
ACC2289,Pandey Industries,Retail,Jane Mishra,2026-06-17,CRM
ACC2741,Sharma Consulting,Transportation,Rahul Chopra,2026-04-07,CRM
ACC2553,Singh Enterprises,Technology,Lakshmi Malhotra,2026-02-22,CRM
ACC2262,Shah Technologies,Healthcare,Nisha Verma,2026-03-19,CRM
ACC2395,Verma Consulting,Financial Services,Sandeep Iyer,2026-04-22,CRM
ACC2116,Krishnan Healthcare,Retail,Suresh Patel,2026-02-01,CRM
ACC2877,Srivastava Traders,Retail,Radha Banerjee,2026-06-18,CRM
ACC2328,Yadav Logistics,Financial Services,Arvind Bajaj,2026-06-15,CRM
ACC2698,Desai Enterprises,Construction,Sachin Kapoor,2026-06-10,CRM
ACC2821,Iyer Healthcare,Retail,Geeta Kapoor,2026-03-10,CRM
ACC2249,Mishra Pharmaceuticals,Healthcare,Amit Banerjee,2026-05-29,CRM
ACC2636,Chopra Solutions,Healthcare,Neha Srivastava,2026-06-23,CRM
ACC2628,Agrawal Enterprises,Technology,Krishna Singh,2026-05-23,CRM
ACC2657,Dubey Pharmaceuticals,Manufacturing,Nisha Pandey,2026-02-12,CRM
ACC2246,Desai Healthcare,Transportation,Mala Mishra,2026-02-18,CRM
ACC2456,Yadav Traders,Construction,Rajesh Desai,2026-06-04,CRM
ACC2354,Shukla Healthcare,Construction,Sandeep Yadav,2026-02-05,CRM
ACC2684,Mishra Services,Manufacturing,Jane Mehta,2026-01-05,CRM
ACC2117,Mishra Pharmaceuticals,Transportation,Suresh Shah,2026-05-16,CRM
ACC2009,Kapoor Retail,Healthcare,Amit Tiwari,2026-04-07,CRM
ACC2664,Srivastava Technologies,Manufacturing,Alok Banerjee,2026-03-09,CRM
ACC2781,Singh Foods,Financial Services,Manish Kumar,2026-06-28,CRM
ACC2889,Kapoor Finance,Construction,Sunita Sharma,2026-02-13,CRM
ACC2486,Verma Textiles,Financial Services,Vikram Patel,2026-05-01,CRM
ACC2543,Banerjee Textiles,Construction,Nisha Shah,2026-05-18,CRM
ACC2633,Chopra Pharmaceuticals,Retail,Kavita Banerjee,2026-02-22,CRM
ACC2770,Gupta Finance,Manufacturing,Lakshmi Patel,2026-02-05,CRM
ACC2223,Shah Retail,Technology,Dinesh Patel,2026-03-26,CRM
ACC2300,Srivastava Retail,Financial Services,Jane Desai,2026-01-30,CRM
ACC2369,Singh Services,Manufacturing,John Malhotra,2026-03-31,CRM
ACC2786,Sharma Logistics,Technology,Prakash Shukla,2026-02-21,CRM
ACC2339,Malhotra Consulting,Technology,Amit Kapoor,2026-06-16,CRM
ACC2679,Bose Enterprises,Financial Services,Suresh Mehta,2026-01-17,CRM
ACC2218,Krishnan Consulting,Technology,Kavita Chopra,2026-04-07,CRM
ACC2226,Shukla Consulting,Financial Services,Anjali Gupta,2026-03-28,CRM
ACC2357,Chopra Group,Retail,Amit Bose,2026-06-08,CRM
ACC2094,Bajaj Finance,Construction,Neha Verma,2026-05-29,CRM
ACC2413,Malhotra Pharmaceuticals,Construction,Priya Pandey,2026-02-01,CRM
ACC2549,Bose Foods,Technology,Shalini Das,2026-01-11,CRM
ACC2556,Agrawal Group,Manufacturing,Krishna Desai,2026-04-30,CRM
ACC2425,Shah Group,Retail,Prakash Desai,2026-05-22,CRM
ACC2163,Singh Textiles,Transportation,John Banerjee,2026-03-04,CRM
ACC2517,Bajaj Retail,Manufacturing,Dinesh Gupta,2026-01-15,CRM
ACC2069,Agrawal Finance,Construction,Usha Joshi,2026-03-31,CRM
ACC2533,Reddy Solutions,Transportation,Amit Kapoor,2026-01-13,CRM
ACC2188,Singh Solutions,Construction,Ravi Krishnan,2026-03-10,CRM
ACC2225,Tiwari Traders,Manufacturing,Suresh Sharma,2026-06-17,CRM
ACC2538,Bajaj Traders,Transportation,Alok Banerjee,2026-05-14,CRM
ACC2325,Das Retail,Healthcare,Vijay Nair,2026-04-12,CRM
ACC2724,Bajaj Technologies,Financial Services,Ravi Yadav,2026-04-20,CRM
ACC2802,Kapoor Enterprises,Manufacturing,Sunita Das,2026-02-12,CRM
ACC2074,Iyer Finance,Technology,Rajesh Shah,2026-02-23,CRM
ACC2366,Verma Enterprises,Retail,Rajesh Malhotra,2026-05-13,CRM
ACC2563,Mehta Enterprises,Manufacturing,Dinesh Tiwari,2026-04-28,CRM
ACC2586,Yadav Services,Transportation,Sanjay Shah,2026-04-12,CRM
ACC2808,Gupta Logistics,Technology,Rajesh Bajaj,2026-06-07,CRM
ACC2502,Shukla Logistics,Construction,Manish Shah,2026-01-02,CRM
ACC2308,Nair Foods,Healthcare,Pooja Yadav,2026-01-14,CRM
ACC2677,Tiwari Finance,Transportation,Anil Agrawal,2026-04-05,CRM
ACC2933,Tiwari Foods,Transportation,Prakash Yadav,2026-05-25,CRM
ACC2640,Sharma Enterprises,Technology,Vijay Das,2026-02-20,CRM
ACC2792,Chopra Traders,Transportation,Dinesh Mehta,2026-05-24,CRM
ACC2052,Srivastava Services,Technology,Geeta Mishra,2026-01-26,CRM
ACC2611,Dubey Services,Transportation,Vijay Dubey,2026-06-02,CRM
ACC2721,Sharma Enterprises,Construction,Manish Verma,2026-06-29,CRM
ACC2157,Sharma Pharmaceuticals,Retail,Sneha Chopra,2026-03-25,CRM
ACC2040,Bajaj Retail,Manufacturing,Rohit Kapoor,2026-01-31,CRM
ACC2158,Joshi Logistics,Retail,Manish Shukla,2026-03-08,CRM
ACC2858,Patel Traders,Retail,Neha Das,2026-05-27,CRM
ACC2477,Pandey Pharmaceuticals,Financial Services,Rekha Pandey,2026-05-03,CRM
ACC2338,Das Pharmaceuticals,Technology,Mala Agrawal,2026-05-22,CRM
ACC2005,Nair Finance,Retail,Vikram Kapoor,2026-01-02,CRM
ACC2261,Dubey Pharmaceuticals,Transportation,Meera Mehta,2026-03-19,CRM
ACC2598,Banerjee Pharmaceuticals,Financial Services,John Sharma,2026-03-11,CRM
ACC2916,Nair Solutions,Manufacturing,Ravi Dubey,2026-02-08,CRM
ACC2133,Kapoor Group,Construction,Sachin Dubey,2026-06-09,CRM
ACC2270,Joshi Industries,Retail,Anil Iyer,2026-04-27,CRM
ACC2569,Desai Technologies,Technology,Radha Kapoor,2026-06-13,CRM
ACC2285,Malhotra Pharmaceuticals,Healthcare,Dinesh Pandey,2026-01-21,CRM
ACC2438,Kapoor Industries,Transportation,Anil Banerjee,2026-01-16,CRM
ACC2041,Gupta Logistics,Healthcare,Alok Singh,2026-05-31,CRM
ACC2386,Mishra Industries,Financial Services,Neha Desai,2026-03-03,CRM
ACC2122,Singh Finance,Manufacturing,Dinesh Mehta,2026-01-20,CRM
ACC2526,Srivastava Logistics,Healthcare,Arjun Mehta,2026-02-15,CRM
ACC2752,Menon Industries,Technology,Suresh Chopra,2026-04-02,CRM
ACC2177,Bose Technologies,Construction,Anita Mehta,2026-02-08,CRM
ACC2191,Pandey Finance,Transportation,Ravi Kapoor,2026-04-14,CRM
ACC2076,Iyer Group,Retail,Radha Shukla,2026-01-14,CRM
ACC2914,Malhotra Healthcare,Transportation,Rajesh Shukla,2026-05-04,CRM
ACC2181,Banerjee Foods,Technology,Sanjay Menon,2026-01-16,CRM
ACC2459,Reddy Group,Technology,Suresh Shah,2026-02-05,CRM
ACC2549,Bose Foods,Technology,Shalini Das,2026-01-11,CRM
ACC2198,Mehta Services,Manufacturing,Sanjay Menon,2026-01-24,CRM
ACC2742,Joshi Retail,Construction,Deepak Verma,2026-04-18,CRM
ACC2794,Tiwari Enterprises,Financial Services,Sneha Banerjee,2026-02-02,CRM
ACC2201,Bose Textiles,Retail,Dinesh Banerjee,2026-05-21,CRM
ACC2617,Tiwari Pharmaceuticals,Transportation,Rajesh Sharma,2026-02-23,CRM
ACC2756,Pandey Healthcare,Financial Services,Anjali Gupta,2026-04-12,CRM
ACC2559,Shah Technologies,Financial Services,Vikram Tiwari,2026-05-22,CRM
ACC2602,Das Technologies,Financial Services,Pooja Srivastava,2026-04-16,CRM
ACC2773,Pandey Logistics,Manufacturing,Sneha Mishra,2026-05-20,CRM
ACC2376,Dubey Traders,Technology,Krishna Joshi,2026-06-05,CRM
ACC2663,Joshi Textiles,Healthcare,Geeta Krishnan,2026-06-17,CRM
ACC2726,Kapoor Retail,Financial Services,Meera Shukla,2026-01-15,CRM
ACC2721,Sharma Enterprises,Construction,Manish Verma,2026-06-29,CRM
ACC2648,Bose Traders,Financial Services,Sanjay Gupta,2026-01-31,CRM
ACC2230,Tiwari Industries,Manufacturing,Priya Singh,2026-01-26,CRM
ACC2849,Kumar Industries,Financial Services,Radha Mishra,2026-05-10,CRM
ACC2453,Desai Retail,Financial Services,Rajesh Joshi,2026-01-19,CRM
ACC2799,Bajaj Industries,Retail,Sachin Mehta,2026-06-21,CRM
ACC2635,Gupta Finance,Healthcare,Geeta Chopra,2026-01-30,CRM
ACC2207,Pandey Pharmaceuticals,Healthcare,Geeta Bajaj,2026-01-08,CRM
ACC2257,Verma Pharmaceuticals,Financial Services,Krishna Krishnan,2026-06-22,CRM
ACC2761,Dubey Textiles,Financial Services,Arjun Joshi,2026-06-25,CRM
ACC2929,Reddy Textiles,Retail,Geeta Kumar,2026-04-02,CRM
ACC2055,Patel Traders,Manufacturing,Anil Bajaj,2026-01-01,CRM
ACC2565,Kumar Group,Technology,Usha Shukla,2026-06-14,CRM
ACC2320,Malhotra Industries,Retail,Neha Kapoor,2026-03-22,CRM
ACC2701,Das Logistics,Manufacturing,Sanjay Tiwari,2026-03-22,CRM
ACC2807,Bajaj Textiles,Construction,Sandeep Kumar,2026-01-20,CRM
ACC2426,Yadav Traders,Manufacturing,Sanjay Kumar,2026-05-09,CRM
ACC2396,Kapoor Group,Manufacturing,Anil Tiwari,2026-03-28,CRM
ACC2925,Iyer Services,Manufacturing,Anil Kapoor,2026-06-26,CRM
ACC2048,Kapoor Services,Transportation,Vijay Menon,2026-01-14,CRM
ACC2680,Joshi Textiles,Retail,Usha Das,2026-02-24,CRM
ACC2365,Mehta Pharmaceuticals,Retail,Krishna Patel,2026-04-06,CRM
ACC2294,Gupta Industries,Manufacturing,John Dubey,2026-01-25,CRM
ACC2712,Malhotra Technologies,Retail,Rekha Patel,2026-04-12,CRM
ACC2817,Shukla Services,Healthcare,Priya Gupta,2026-03-20,CRM
ACC2815,Bose Solutions,Technology,Priya Dubey,2026-05-03,CRM
ACC2908,Bose Industries,Transportation,Deepak Menon,2026-05-14,CRM
ACC2523,Menon Traders,Retail,Amit Banerjee,2026-02-04,CRM
ACC2243,Dubey Solutions,Manufacturing,Priya Sharma,2026-03-12,CRM
ACC2398,Gupta Enterprises,Manufacturing,Shalini Mishra,2026-01-21,CRM
ACC2574,Singh Healthcare,Technology,Prakash Shah,2026-05-15,CRM
ACC2662,Desai Retail,Retail,Usha Dubey,2026-01-11,CRM
ACC2760,Patel Services,Retail,Ravi Sharma,2026-02-26,CRM
ACC2229,Reddy Industries,Construction,Usha Patel,2026-06-11,CRM
ACC2885,Banerjee Textiles,Healthcare,Sneha Agrawal,2026-02-08,CRM
ACC2946,Agrawal Retail,Construction,Deepak Bajaj,2026-06-17,CRM
ACC2757,Bose Finance,Financial Services,Radha Patel,2026-02-14,CRM
ACC2691,Shukla Industries,Construction,Rahul Joshi,2026-06-01,CRM
ACC2888,Mehta Traders,Financial Services,Dinesh Chopra,2026-06-12,CRM
ACC2630,Yadav Solutions,Technology,Anil Kapoor,2026-06-26,CRM
ACC2104,Das Retail,Retail,Anita Banerjee,2026-01-01,CRM
ACC2168,Pandey Traders,Construction,Usha Yadav,2026-02-25,CRM
ACC2833,Krishnan Textiles,Technology,John Das,2026-03-25,CRM
ACC2367,Gupta Consulting,Construction,Ravi Banerjee,2026-03-11,CRM
ACC2033,Chopra Pharmaceuticals,Healthcare,Rahul Reddy,2026-01-29,CRM
ACC2554,Singh Retail,Financial Services,Anil Malhotra,2026-03-14,CRM
ACC2771,Mehta Group,Retail,Nisha Joshi,2026-05-15,CRM
ACC2208,Singh Enterprises,Construction,Mala Mishra,2026-03-21,CRM
ACC2302,Reddy Group,Transportation,Rajesh Sharma,2026-06-27,CRM
ACC2803,Bajaj Textiles,Financial Services,Nisha Shukla,2026-05-20,CRM
ACC2707,Verma Healthcare,Manufacturing,Dinesh Das,2026-06-13,CRM
ACC2063,Bajaj Foods,Construction,Anil Verma,2026-05-29,CRM
ACC2859,Singh Solutions,Construction,Rekha Srivastava,2026-06-23,CRM
ACC2149,Menon Solutions,Financial Services,Kavita Krishnan,2026-01-18,CRM
ACC2256,Gupta Consulting,Manufacturing,Rajesh Desai,2026-01-04,CRM
ACC2699,Menon Foods,Transportation,Anjali Malhotra,2026-04-24,CRM
ACC2293,Shah Solutions,Manufacturing,Krishna Desai,2026-01-18,CRM
ACC2164,Nair Logistics,Manufacturing,Deepak Bose,2026-05-22,CRM
ACC2804,Dubey Pharmaceuticals,Retail,Sneha Verma,2026-05-28,CRM
ACC2768,Iyer Pharmaceuticals,Construction,Manish Iyer,2026-01-09,CRM
ACC2273,Gupta Services,Retail,Anita Joshi,2026-05-22,CRM
ACC2204,Menon Technologies,Construction,Usha Kapoor,2026-05-13,CRM
ACC2057,Pandey Enterprises,Retail,Priya Menon,2026-05-23,CRM
ACC2686,Joshi Enterprises,Construction,Rahul Menon,2026-06-16,CRM
ACC2054,Menon Pharmaceuticals,Manufacturing,Alok Kumar,2026-02-24,CRM
ACC2148,Verma Consulting,Technology,Mala Mishra,2026-01-11,CRM
ACC2390,Kumar Consulting,Construction,Lakshmi Mehta,2026-01-17,CRM
ACC2025,Bose Textiles,Technology,Sachin Mishra,2026-01-17,CRM
ACC2109,Dubey Consulting,Construction,Sandeep Gupta,2026-06-22,CRM
ACC2535,Yadav Services,Retail,Usha Joshi,2026-01-15,CRM
ACC2013,Iyer Pharmaceuticals,Transportation,Jane Das,2026-04-04,CRM
ACC2827,Bajaj Services,Transportation,John Das,2026-01-09,CRM
ACC2432,Nair Traders,Construction,Sachin Nair,2026-06-18,CRM
ACC2867,Mehta Foods,Technology,Rohit Krishnan,2026-03-14,CRM
ACC2898,Agrawal Logistics,Manufacturing,Prakash Reddy,2026-06-25,CRM
ACC2292,Verma Logistics,Manufacturing,Nisha Tiwari,2026-03-22,CRM
ACC2546,Shah Textiles,Construction,Rajesh Agrawal,2026-03-07,CRM
ACC2861,Malhotra Traders,Transportation,Rahul Shukla,2026-02-14,CRM
ACC2915,Sharma Technologies,Transportation,Sandeep Singh,2026-01-23,CRM
ACC2765,Kapoor Technologies,Construction,Ravi Patel,2026-05-27,CRM
ACC2690,Mehta Industries,Transportation,Vikram Menon,2026-01-25,CRM
ACC2427,Verma Retail,Construction,Sunita Dubey,2026-03-19,CRM
ACC2108,Agrawal Solutions,Transportation,John Banerjee,2026-06-08,CRM
ACC2683,Bose Consulting,Healthcare,Sandeep Bajaj,2026-01-12,CRM
ACC2584,Krishnan Foods,Transportation,Shalini Bajaj,2026-01-09,CRM
ACC2596,Das Enterprises,Retail,Shalini Shah,2026-06-12,CRM
ACC2491,Tiwari Enterprises,Retail,Vikram Krishnan,2026-01-10,CRM
ACC2575,Desai Finance,Retail,Krishna Dubey,2026-04-12,CRM
ACC2360,Reddy Finance,Retail,Alok Kapoor,2026-04-25,CRM
ACC2779,Dubey Consulting,Transportation,Shalini Krishnan,2026-01-15,CRM
ACC2118,Chopra Consulting,Manufacturing,Rajesh Reddy,2026-06-06,CRM
ACC2666,Mishra Enterprises,Technology,Alok Joshi,2026-06-26,CRM
ACC2330,Shah Consulting,Retail,Manish Reddy,2026-06-17,CRM
ACC2652,Malhotra Solutions,Construction,Usha Pandey,2026-05-23,CRM
ACC2710,Krishnan Solutions,Construction,Nisha Desai,2026-05-01,CRM
ACC2555,Krishnan Solutions,Financial Services,Sneha Kapoor,2026-03-20,CRM
ACC2515,Shah Traders,Financial Services,Anita Krishnan,2026-05-14,CRM
ACC2182,Joshi Solutions,Construction,Jane Yadav,2026-03-09,CRM
ACC2665,Dubey Industries,Manufacturing,Kavita Srivastava,2026-01-31,CRM
ACC2727,Nair Traders,Financial Services,Dinesh Srivastava,2026-02-10,CRM
ACC2135,Mehta Textiles,Construction,Neha Gupta,2026-04-29,CRM
ACC2688,Gupta Logistics,Transportation,Rohit Iyer,2026-06-16,CRM
ACC2943,Verma Pharmaceuticals,Transportation,Geeta Chopra,2026-06-17,CRM
ACC2353,Desai Finance,Construction,Rohit Sharma,2026-02-24,CRM
ACC2703,Reddy Enterprises,Technology,Rajesh Reddy,2026-03-14,CRM
ACC2297,Bose Consulting,Manufacturing,Kavita Srivastava,2026-01-14,CRM
ACC2731,Malhotra Services,Healthcare,Anjali Kumar,2026-05-22,CRM
ACC2639,Das Solutions,Construction,Vikram Mishra,2026-02-17,CRM
ACC2214,Gupta Finance,Retail,Arjun Srivastava,2026-04-17,CRM
ACC2205,Yadav Pharmaceuticals,Transportation,Rohit Reddy,2026-04-24,CRM
ACC2222,Mishra Services,Transportation,Sneha Bose,2026-02-08,CRM
ACC2647,Bose Enterprises,Retail,Manish Dubey,2026-03-18,CRM
ACC2566,Patel Services,Retail,Sunita Agrawal,2026-01-20,CRM
ACC2495,Kapoor Solutions,Technology,Sandeep Banerjee,2026-05-15,CRM
ACC2754,Mishra Solutions,Financial Services,John Kumar,2026-06-28,CRM
ACC2728,Verma Group,Technology,Krishna Yadav,2026-06-22,CRM
ACC2321,Nair Textiles,Transportation,Anita Menon,2026-06-13,CRM
ACC2881,Mishra Group,Financial Services,Deepak Menon,2026-04-06,CRM
ACC2560,Tiwari Textiles,Financial Services,Sanjay Nair,2026-02-09,CRM
ACC2718,Pandey Textiles,Transportation,Meera Banerjee,2026-03-03,CRM
ACC2863,Pandey Solutions,Financial Services,Deepak Pandey,2026-04-19,CRM
ACC2306,Tiwari Retail,Construction,Neha Gupta,2026-04-07,CRM
ACC2524,Bajaj Textiles,Manufacturing,Nisha Desai,2026-04-07,CRM
ACC2766,Tiwari Textiles,Manufacturing,Vijay Dubey,2026-01-08,CRM
ACC2907,Pandey Solutions,Transportation,Anjali Joshi,2026-01-03,CRM
ACC2716,Malhotra Healthcare,Retail,John Agrawal,2026-02-09,CRM
ACC2616,Nair Retail,Construction,Anita Joshi,2026-06-24,CRM
ACC2422,Pandey Enterprises,Manufacturing,Deepak Das,2026-05-15,CRM
ACC2141,Shah Pharmaceuticals,Transportation,Anjali Singh,2026-01-30,CRM
ACC2136,Iyer Textiles,Financial Services,Manish Patel,2026-02-24,CRM
ACC2824,Nair Healthcare,Technology,Nisha Yadav,2026-01-16,CRM
ACC2463,Chopra Solutions,Healthcare,Neha Desai,2026-04-17,CRM
ACC2301,Singh Consulting,Manufacturing,Shalini Nair,2026-05-24,CRM
ACC2351,Mehta Consulting,Financial Services,Rajesh Das,2026-02-02,CRM
ACC2796,Kumar Foods,Financial Services,Anita Patel,2026-06-06,CRM
ACC2407,Das Foods,Healthcare,Rohit Desai,2026-06-04,CRM
ACC2280,Verma Enterprises,Healthcare,Nisha Agrawal,2026-05-02,CRM
ACC2254,Verma Pharmaceuticals,Healthcare,Sandeep Mishra,2026-02-06,CRM
ACC2780,Srivastava Consulting,Manufacturing,Vikram Nair,2026-04-01,CRM
ACC2709,Das Services,Retail,Pooja Shah,2026-05-26,CRM
ACC2937,Reddy Technologies,Healthcare,Rajesh Bajaj,2026-06-14,CRM
