account_id,account_name,industry,account_owner,account_group,company_code,plant_id,material_group,created_ts,source_system
SAPACC5322,Banerjee Traders Ltd,Transportation,Priya Nair,AG002,COMP002,PLANT02,MG02,2026-01-29,SAP
SAPACC5277,Iyer Enterprises Ltd,Financial Services,Jane Patil,AG005,COMP005,PLANT05,MG05,2026-01-21,SAP
SAPACC5487,Dubey Pharmaceuticals Ltd,Technology,Arvind Gupta,AG007,COMP007,PLANT07,MG07,2026-02-06,SAP
SAPACC5308,Malhotra Finance Ltd,Financial Services,Shreya Reddy,AG004,COMP004,PLANT04,MG04,2026-02-14,SAP
SAPACC5133,Reddy Traders Ltd,Technology,Sachin Iyer,AG005,COMP005,PLANT05,MG05,2026-01-22,SAP
SAPACC5453,Mishra Consulting Ltd,Transportation,Alok Yadav,AG005,COMP005,PLANT05,MG05,2026-02-05,SAP
SAPACC5500,Desai Consulting Ltd,Healthcare,Anjali Dubey,AG004,COMP004,PLANT04,MG04,2026-01-12,SAP
SAPACC5211,Mehta Enterprises Ltd,Manufacturing,Anjali Srivastava,AG003,COMP003,PLANT03,MG03,2026-01-13,SAP
SAPACC5128,Srivastava Enterprises Ltd,Healthcare,Sneha Kaur,AG008,COMP008,PLANT08,MG08,2026-01-30,SAP
SAPACC5846,Bajaj Finance Ltd,Transportation,Shalini Mishra,AG006,COMP006,PLANT06,MG06,2026-01-27,SAP
SAPACC5390,Chopra Enterprises Ltd,Financial Services,Seema Rao,AG006,COMP006,PLANT06,MG06,2026-02-26,SAP
SAPACC5905,Tiwari Industries Ltd,Transportation,Alok Pandey,AG001,COMP001,PLANT01,MG01,2026-03-16,SAP
SAPACC5304,Sharma Foods Ltd,Technology,Meena Mehta,AG008,COMP008,PLANT08,MG08,2026-02-26,SAP
SAPACC5666,Agarwal Healthcare Ltd,Financial Services,Meena Patel,AG002,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPACC5738,Desai Enterprises Ltd,Financial Services,Jane Patel,AG002,COMP002,PLANT02,MG02,2026-01-21,SAP
SAPACC5409,Dubey Technologies Ltd,Retail,Prakash Reddy,AG001,COMP001,PLANT01,MG01,2026-02-11,SAP
SAPACC5255,Kapoor Textiles Ltd,Financial Services,Sneha Patel,AG007,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPACC5772,Kaur Enterprises Ltd,Transportation,Karan Mehta,AG004,COMP004,PLANT04,MG04,2026-01-18,SAP
SAPACC5640,Pandey Retail Ltd,Technology,Shalini Gupta,AG008,COMP008,PLANT08,MG08,2026-01-12,SAP
SAPACC5618,Patil Pharmaceuticals Ltd,Technology,Vinod Kapoor,AG002,COMP002,PLANT02,MG02,2026-01-17,SAP
SAPACC5028,Guptha Finance Ltd,Financial Services,Suresh Sharma,AG004,COMP004,PLANT04,MG04,2026-01-29,SAP
SAPACC5134,Patel Consulting Ltd,Technology,Sunita Mehta,AG006,COMP006,PLANT06,MG06,2026-02-18,SAP
SAPACC5188,Singh Textiles Ltd,Healthcare,Rajiv Singh,AG004,COMP004,PLANT04,MG04,2026-02-01,SAP
SAPACC5121,Rao Solutions Ltd,Retail,Deepak Gupta,AG001,COMP001,PLANT01,MG01,2026-03-04,SAP
SAPACC5710,Desai Foods Ltd,Financial Services,Pooja Guptha,AG006,COMP006,PLANT06,MG06,2026-01-11,SAP
SAPACC5939,Rao Healthcare Ltd,Technology,Pooja Dubey,AG003,COMP003,PLANT03,MG03,2026-03-10,SAP
SAPACC5425,Mehta Retail Ltd,Manufacturing,Rekha Nair,AG001,COMP001,PLANT01,MG01,2026-01-09,SAP
SAPACC5374,Menon Traders Ltd,Transportation,Lakshmi Mishra,AG006,COMP006,PLANT06,MG06,2026-03-01,SAP
SAPACC5742,Malhotra Finance Ltd,Manufacturing,Meera Sharma,AG006,COMP006,PLANT06,MG06,2026-02-01,SAP
SAPACC5605,Patel Traders Ltd,Manufacturing,Meera Iyer,AG005,COMP005,PLANT05,MG05,2026-03-10,SAP
SAPACC5162,Shah Finance Ltd,Transportation,Meera Patel,AG002,COMP002,PLANT02,MG02,2026-02-17,SAP
SAPACC5245,Dubey Consulting Ltd,Technology,Sunita Rao,AG005,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPACC5072,Singh Healthcare Ltd,Healthcare,Divya Rao,AG008,COMP008,PLANT08,MG08,2026-01-01,SAP
SAPACC5608,Kapoor Retail Ltd,Financial Services,Sneha Shah,AG008,COMP008,PLANT08,MG08,2026-03-18,SAP
SAPACC5391,Reddy Foods Ltd,Financial Services,Rajiv Srivastava,AG007,COMP007,PLANT07,MG07,2026-02-12,SAP
SAPACC5769,Kaur Enterprises Ltd,Retail,Sanjay Kaur,AG001,COMP001,PLANT01,MG01,2026-01-07,SAP
SAPACC5020,Yadav Logistics Ltd,Retail,Jane Kapoor,AG004,COMP004,PLANT04,MG04,2026-03-31,SAP
SAPACC5709,Agarwal Consulting Ltd,Financial Services,Rajiv Reddy,AG005,COMP005,PLANT05,MG05,2026-01-09,SAP
SAPACC5614,Patil Enterprises Ltd,Manufacturing,Meena Kapoor,AG006,COMP006,PLANT06,MG06,2026-03-14,SAP
SAPACC5733,Chopra Foods Ltd,Technology,Pooja Mehta,AG005,COMP005,PLANT05,MG05,2026-01-12,SAP
SAPACC5934,Dubey Enterprises Ltd,Manufacturing,Divya Dubey,AG006,COMP006,PLANT06,MG06,2026-01-24,SAP
SAPACC5943,Iyer Healthcare Ltd,Healthcare,Vinay Desai,AG007,COMP007,PLANT07,MG07,2026-02-18,SAP
SAPACC5931,Bajaj Finance Ltd,Financial Services,Vinod Guptha,AG003,COMP003,PLANT03,MG03,2026-03-24,SAP
SAPACC5026,Patel Solutions Ltd,Healthcare,Suresh Desai,AG002,COMP002,PLANT02,MG02,2026-01-25,SAP
SAPACC5299,Mehta Solutions Ltd,Technology,Amit Menon,AG003,COMP003,PLANT03,MG03,2026-02-10,SAP
SAPACC5086,Joshi Industries Ltd,Transportation,Divya Tiwari,AG006,COMP006,PLANT06,MG06,2026-03-26,SAP
SAPACC5550,Menon Services Ltd,Transportation,Manish Guptha,AG006,COMP006,PLANT06,MG06,2026-02-13,SAP
SAPACC5744,Mishra Healthcare Ltd,Manufacturing,Arvind Kumar,AG008,COMP008,PLANT08,MG08,2026-01-05,SAP
SAPACC5439,Patel Pharmaceuticals Ltd,Financial Services,Ajay Yadav,AG007,COMP007,PLANT07,MG07,2026-03-30,SAP
SAPACC5919,Shah Healthcare Ltd,Transportation,Anjali Patel,AG007,COMP007,PLANT07,MG07,2026-01-17,SAP
SAPACC5945,Yadav Technologies Ltd,Financial Services,Karan Guptha,AG001,COMP001,PLANT01,MG01,2026-03-14,SAP
SAPACC5578,Kaur Textiles Ltd,Healthcare,Sanjay Mehta,AG002,COMP002,PLANT02,MG02,2026-01-09,SAP
SAPACC5234,Singh Solutions Ltd,Healthcare,Prakash Banerjee,AG002,COMP002,PLANT02,MG02,2026-03-28,SAP
SAPACC5459,Kapoor Traders Ltd,Retail,Anita Desai,AG003,COMP003,PLANT03,MG03,2026-03-14,SAP
SAPACC5132,Nair Logistics Ltd,Manufacturing,Shreya Pandey,AG004,COMP004,PLANT04,MG04,2026-02-10,SAP
SAPACC5825,Kapoor Consulting Ltd,Retail,Manish Banerjee,AG001,COMP001,PLANT01,MG01,2026-03-10,SAP
SAPACC5105,Joshi Foods Ltd,Manufacturing,Lakshmi Reddy,AG001,COMP001,PLANT01,MG01,2026-03-06,SAP
SAPACC5008,Malhotra Enterprises Ltd,Transportation,Ramesh Sharma,AG008,COMP008,PLANT08,MG08,2026-03-26,SAP
SAPACC5747,Verma Consulting Ltd,Technology,Shalini Yadav,AG003,COMP003,PLANT03,MG03,2026-02-08,SAP
SAPACC5116,Nair Technologies Ltd,Healthcare,Neha Tiwari,AG004,COMP004,PLANT04,MG04,2026-02-19,SAP
SAPACC5246,Patil Retail Ltd,Retail,Sunil Joshi,AG006,COMP006,PLANT06,MG06,2026-03-03,SAP
SAPACC5367,Desai Enterprises Ltd,Technology,Anjali Mishra,AG007,COMP007,PLANT07,MG07,2026-02-27,SAP
SAPACC5635,Guptha Textiles Ltd,Healthcare,Ramesh Mehta,AG003,COMP003,PLANT03,MG03,2026-02-20,SAP
SAPACC5543,Shah Finance Ltd,Retail,Karan Kapoor,AG007,COMP007,PLANT07,MG07,2026-03-15,SAP
SAPACC5677,Malhotra Logistics Ltd,Manufacturing,Lakshmi Kumar,AG005,COMP005,PLANT05,MG05,2026-01-28,SAP
SAPACC5175,Rao Solutions Ltd,Transportation,Rohit Banerjee,AG007,COMP007,PLANT07,MG07,2026-02-28,SAP
SAPACC5648,Patil Logistics Ltd,Transportation,Shreya Mehta,AG008,COMP008,PLANT08,MG08,2026-02-21,SAP
SAPACC5571,Rao Healthcare Ltd,Manufacturing,Shreya Agarwal,AG003,COMP003,PLANT03,MG03,2026-03-06,SAP
SAPACC5332,Menon Services Ltd,Healthcare,Sunil Mehta,AG004,COMP004,PLANT04,MG04,2026-02-12,SAP
SAPACC5736,Srivastava Pharmaceuticals Ltd,Technology,Sunita Iyer,AG008,COMP008,PLANT08,MG08,2026-01-10,SAP
SAPACC5254,Kumar Enterprises Ltd,Financial Services,Vinod Gupta,AG006,COMP006,PLANT06,MG06,2026-02-17,SAP
SAPACC5942,Kapoor Industries Ltd,Healthcare,Sunita Agarwal,AG006,COMP006,PLANT06,MG06,2026-03-19,SAP
SAPACC5465,Rao Logistics Ltd,Transportation,Jane Verma,AG001,COMP001,PLANT01,MG01,2026-03-20,SAP
SAPACC5378,Menon Technologies Ltd,Healthcare,Rahul Gupta,AG002,COMP002,PLANT02,MG02,2026-01-27,SAP
SAPACC5526,Dubey Textiles Ltd,Healthcare,Seema Mehta,AG006,COMP006,PLANT06,MG06,2026-02-18,SAP
SAPACC5836,Tiwari Enterprises Ltd,Transportation,Sachin Kumar,AG004,COMP004,PLANT04,MG04,2026-03-06,SAP
SAPACC5464,Patel Industries Ltd,Retail,Anjali Pandey,AG008,COMP008,PLANT08,MG08,2026-03-01,SAP
SAPACC5220,Desai Solutions Ltd,Transportation,Pooja Menon,AG004,COMP004,PLANT04,MG04,2026-01-27,SAP
SAPACC5834,Iyer Finance Ltd,Manufacturing,Kavita Bajaj,AG002,COMP002,PLANT02,MG02,2026-02-02,SAP
SAPACC5330,Menon Traders Ltd,Transportation,Arjun Verma,AG002,COMP002,PLANT02,MG02,2026-02-07,SAP
SAPACC5149,Kumar Textiles Ltd,Technology,Rekha Menon,AG005,COMP005,PLANT05,MG05,2026-02-16,SAP
SAPACC5830,Joshi Solutions Ltd,Financial Services,Meera Agarwal,AG006,COMP006,PLANT06,MG06,2026-02-13,SAP
SAPACC5488,Gupta Textiles Ltd,Healthcare,Anita Patel,AG008,COMP008,PLANT08,MG08,2026-02-20,SAP
SAPACC5663,Gupta Industries Ltd,Financial Services,Ramesh Nair,AG007,COMP007,PLANT07,MG07,2026-02-14,SAP
SAPACC5102,Kumar Industries Ltd,Manufacturing,Rajiv Kaur,AG006,COMP006,PLANT06,MG06,2026-02-17,SAP
SAPACC5636,Sharma Textiles Ltd,Technology,Pooja Shah,AG004,COMP004,PLANT04,MG04,2026-03-29,SAP
SAPACC5207,Patil Enterprises Ltd,Transportation,Sneha Dubey,AG007,COMP007,PLANT07,MG07,2026-02-23,SAP
SAPACC5946,Agarwal Solutions Ltd,Financial Services,Deepak Menon,AG002,COMP002,PLANT02,MG02,2026-02-09,SAP
SAPACC5699,Iyer Retail Ltd,Financial Services,Rekha Iyer,AG003,COMP003,PLANT03,MG03,2026-01-18,SAP
SAPACC5065,Desai Industries Ltd,Retail,Vikas Pandey,AG001,COMP001,PLANT01,MG01,2026-01-25,SAP
SAPACC5704,Pandey Industries Ltd,Technology,Harish Verma,AG008,COMP008,PLANT08,MG08,2026-02-12,SAP
SAPACC5826,Chopra Traders Ltd,Transportation,Vinay Mishra,AG002,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPACC5775,Kapoor Industries Ltd,Technology,Shreya Bajaj,AG007,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPACC5872,Tiwari Textiles Ltd,Retail,Ramesh Agarwal,AG008,COMP008,PLANT08,MG08,2026-01-04,SAP
SAPACC5258,Banerjee Foods Ltd,Financial Services,Karan Kapoor,AG002,COMP002,PLANT02,MG02,2026-01-16,SAP
SAPACC5251,Patel Finance Ltd,Manufacturing,John Verma,AG003,COMP003,PLANT03,MG03,2026-02-12,SAP
SAPACC5324,Joshi Logistics Ltd,Technology,Divya Singh,AG004,COMP004,PLANT04,MG04,2026-02-08,SAP
SAPACC5847,Desai Foods Ltd,Transportation,Pooja Shah,AG007,COMP007,PLANT07,MG07,2026-01-30,SAP
SAPACC5273,Reddy Finance Ltd,Transportation,Rekha Tiwari,AG001,COMP001,PLANT01,MG01,2026-03-22,SAP
SAPACC5173,Sharma Logistics Ltd,Technology,Arvind Kaur,AG005,COMP005,PLANT05,MG05,2026-01-18,SAP
SAPACC5502,Yadav Retail Ltd,Manufacturing,Meera Gupta,AG006,COMP006,PLANT06,MG06,2026-02-21,SAP
SAPACC5815,Reddy Industries Ltd,Financial Services,Ramesh Malhotra,AG007,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPACC5428,Singh Industries Ltd,Transportation,Kavita Singh,AG004,COMP004,PLANT04,MG04,2026-01-15,SAP
SAPACC5631,Malhotra Technologies Ltd,Manufacturing,Karan Reddy,AG007,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPACC5821,Sharma Textiles Ltd,Technology,Rahul Patel,AG005,COMP005,PLANT05,MG05,2026-03-12,SAP
SAPACC5233,Sharma Logistics Ltd,Financial Services,Vikas Nair,AG001,COMP001,PLANT01,MG01,2026-03-12,SAP
SAPACC5312,Nair Services Ltd,Retail,Meera Agarwal,AG008,COMP008,PLANT08,MG08,2026-03-14,SAP
SAPACC5655,Iyer Finance Ltd,Retail,Alok Sharma,AG007,COMP007,PLANT07,MG07,2026-01-22,SAP
SAPACC5801,Kapoor Traders Ltd,Healthcare,Ravi Kapoor,AG001,COMP001,PLANT01,MG01,2026-02-23,SAP
SAPACC5843,Joshi Foods Ltd,Manufacturing,Jane Malhotra,AG003,COMP003,PLANT03,MG03,2026-01-08,SAP
SAPACC5765,Desai Services Ltd,Manufacturing,Pooja Kapoor,AG005,COMP005,PLANT05,MG05,2026-01-08,SAP
SAPACC5697,Patil Consulting Ltd,Healthcare,Meera Malhotra,AG001,COMP001,PLANT01,MG01,2026-02-17,SAP
SAPACC5809,Yadav Industries Ltd,Financial Services,Suresh Rao,AG001,COMP001,PLANT01,MG01,2026-03-09,SAP
SAPACC5936,Gupta Consulting Ltd,Financial Services,Deepak Desai,AG008,COMP008,PLANT08,MG08,2026-01-16,SAP
SAPACC5399,Joshi Consulting Ltd,Transportation,Neha Pandey,AG007,COMP007,PLANT07,MG07,2026-03-19,SAP
SAPACC5303,Shah Traders Ltd,Healthcare,Ajay Agarwal,AG007,COMP007,PLANT07,MG07,2026-02-18,SAP
SAPACC5387,Patil Industries Ltd,Financial Services,Vinay Sharma,AG003,COMP003,PLANT03,MG03,2026-02-12,SAP
SAPACC5792,Mehta Solutions Ltd,Manufacturing,Karan Kapoor,AG008,COMP008,PLANT08,MG08,2026-01-09,SAP
SAPACC5646,Srivastava Enterprises Ltd,Financial Services,Kavita Srivastava,AG006,COMP006,PLANT06,MG06,2026-01-18,SAP
SAPACC5108,Shah Traders Ltd,Technology,Meena Iyer,AG004,COMP004,PLANT04,MG04,2026-01-26,SAP
SAPACC5362,Sharma Finance Ltd,Financial Services,John Mishra,AG002,COMP002,PLANT02,MG02,2026-03-29,SAP
SAPACC5203,Malhotra Textiles Ltd,Retail,Ajay Kumar,AG003,COMP003,PLANT03,MG03,2026-01-16,SAP
SAPACC5104,Kaur Technologies Ltd,Healthcare,Arvind Chopra,AG008,COMP008,PLANT08,MG08,2026-03-26,SAP
SAPACC5356,Sharma Healthcare Ltd,Financial Services,Priya Kaur,AG004,COMP004,PLANT04,MG04,2026-02-04,SAP
SAPACC5620,Patil Retail Ltd,Transportation,Neha Tiwari,AG004,COMP004,PLANT04,MG04,2026-01-05,SAP
SAPACC5829,Patel Enterprises Ltd,Technology,Karan Dubey,AG005,COMP005,PLANT05,MG05,2026-02-21,SAP
SAPACC5064,Sharma Technologies Ltd,Manufacturing,Sanjay Bajaj,AG008,COMP008,PLANT08,MG08,2026-02-22,SAP
SAPACC5247,Malhotra Finance Ltd,Financial Services,Vinod Singh,AG007,COMP007,PLANT07,MG07,2026-02-08,SAP
SAPACC5308,Malhotra Finance Ltd,Financial Services,Shreya Reddy,AG004,COMP004,PLANT04,MG04,2026-02-14,SAP
SAPACC5840,Srivastava Pharmaceuticals Ltd,Healthcare,Prakash Patel,AG008,COMP008,PLANT08,MG08,2026-01-22,SAP
SAPACC5701,Mishra Services Ltd,Manufacturing,Sunil Patil,AG005,COMP005,PLANT05,MG05,2026-02-23,SAP
SAPACC5082,Yadav Industries Ltd,Transportation,Ajay Agarwal,AG002,COMP002,PLANT02,MG02,2026-03-03,SAP
SAPACC5196,Agarwal Solutions Ltd,Financial Services,Ravi Guptha,AG004,COMP004,PLANT04,MG04,2026-03-01,SAP
SAPACC5735,Tiwari Finance Ltd,Retail,Shreya Banerjee,AG007,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPACC5249,Gupta Solutions Ltd,Retail,Suresh Banerjee,AG001,COMP001,PLANT01,MG01,2026-03-16,SAP
SAPACC5191,Dubey Healthcare Ltd,Manufacturing,Amit Gupta,AG007,COMP007,PLANT07,MG07,2026-01-17,SAP
SAPACC5552,Iyer Healthcare Ltd,Transportation,Rekha Desai,AG008,COMP008,PLANT08,MG08,2026-01-02,SAP
SAPACC5789,Reddy Textiles Ltd,Healthcare,Shreya Kumar,AG005,COMP005,PLANT05,MG05,2026-01-14,SAP
SAPACC5562,Mehta Finance Ltd,Transportation,Arjun Agarwal,AG002,COMP002,PLANT02,MG02,2026-01-27,SAP
SAPACC5899,Kapoor Traders Ltd,Technology,John Nair,AG003,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPACC5508,Reddy Consulting Ltd,Healthcare,Kavita Reddy,AG004,COMP004,PLANT04,MG04,2026-03-05,SAP
SAPACC5908,Chopra Technologies Ltd,Transportation,Seema Joshi,AG004,COMP004,PLANT04,MG04,2026-02-01,SAP
SAPACC5591,Mehta Industries Ltd,Manufacturing,Lakshmi Dubey,AG007,COMP007,PLANT07,MG07,2026-03-07,SAP
SAPACC5572,Mehta Solutions Ltd,Healthcare,Anjali Srivastava,AG004,COMP004,PLANT04,MG04,2026-03-07,SAP
SAPACC5492,Nair Textiles Ltd,Transportation,Rajiv Verma,AG004,COMP004,PLANT04,MG04,2026-01-08,SAP
SAPACC5142,Bajaj Pharmaceuticals Ltd,Manufacturing,Divya Dubey,AG006,COMP006,PLANT06,MG06,2026-03-09,SAP
SAPACC5429,Nair Pharmaceuticals Ltd,Retail,Priya Verma,AG005,COMP005,PLANT05,MG05,2026-01-27,SAP
SAPACC5529,Tiwari Finance Ltd,Transportation,Rajiv Iyer,AG001,COMP001,PLANT01,MG01,2026-01-29,SAP
SAPACC5770,Joshi Traders Ltd,Manufacturing,Rekha Rao,AG002,COMP002,PLANT02,MG02,2026-03-04,SAP
SAPACC5732,Malhotra Pharmaceuticals Ltd,Retail,Pooja Shah,AG004,COMP004,PLANT04,MG04,2026-01-21,SAP
SAPACC5880,Yadav Pharmaceuticals Ltd,Transportation,Deepak Yadav,AG008,COMP008,PLANT08,MG08,2026-03-07,SAP
SAPACC5176,Kumar Services Ltd,Technology,Anjali Shah,AG008,COMP008,PLANT08,MG08,2026-03-10,SAP
SAPACC5346,Iyer Foods Ltd,Manufacturing,Meera Tiwari,AG002,COMP002,PLANT02,MG02,2026-02-01,SAP
SAPACC5305,Srivastava Textiles Ltd,Manufacturing,Seema Agarwal,AG001,COMP001,PLANT01,MG01,2026-02-02,SAP
SAPACC5536,Shah Services Ltd,Retail,Karan Sharma,AG008,COMP008,PLANT08,MG08,2026-03-02,SAP
SAPACC5009,Kumar Healthcare Ltd,Transportation,Sneha Singh,AG001,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPACC5716,Chopra Enterprises Ltd,Healthcare,Sneha Tiwari,AG004,COMP004,PLANT04,MG04,2026-03-16,SAP
SAPACC5237,Mehta Healthcare Ltd,Retail,Shreya Banerjee,AG005,COMP005,PLANT05,MG05,2026-03-19,SAP
SAPACC5595,Reddy Enterprises Ltd,Transportation,Anjali Verma,AG003,COMP003,PLANT03,MG03,2026-03-10,SAP
SAPACC5523,Chopra Pharmaceuticals Ltd,Healthcare,Rohit Guptha,AG003,COMP003,PLANT03,MG03,2026-01-22,SAP
SAPACC5144,Menon Consulting Ltd,Transportation,Deepak Chopra,AG008,COMP008,PLANT08,MG08,2026-02-20,SAP
SAPACC5496,Verma Enterprises Ltd,Manufacturing,Rajiv Nair,AG008,COMP008,PLANT08,MG08,2026-03-14,SAP
SAPACC5388,Agarwal Consulting Ltd,Financial Services,Vinay Mishra,AG004,COMP004,PLANT04,MG04,2026-03-03,SAP
SAPACC5032,Mehta Healthcare Ltd,Healthcare,Rajiv Shah,AG008,COMP008,PLANT08,MG08,2026-01-04,SAP
SAPACC5117,Kapoor Enterprises Ltd,Transportation,Manish Shah,AG005,COMP005,PLANT05,MG05,2026-02-22,SAP
SAPACC5345,Desai Retail Ltd,Manufacturing,Anjali Menon,AG001,COMP001,PLANT01,MG01,2026-01-08,SAP
SAPACC5061,Agarwal Solutions Ltd,Technology,Ravi Mishra,AG005,COMP005,PLANT05,MG05,2026-02-11,SAP
SAPACC5691,Yadav Textiles Ltd,Manufacturing,Karan Menon,AG003,COMP003,PLANT03,MG03,2026-03-02,SAP
SAPACC5903,Chopra Retail Ltd,Transportation,Rajiv Patil,AG007,COMP007,PLANT07,MG07,2026-02-24,SAP
SAPACC5828,Guptha Healthcare Ltd,Manufacturing,Rohit Singh,AG004,COMP004,PLANT04,MG04,2026-02-14,SAP
SAPACC5438,Kumar Technologies Ltd,Financial Services,Ravi Verma,AG006,COMP006,PLANT06,MG06,2026-02-07,SAP
SAPACC5579,Srivastava Services Ltd,Healthcare,Ramesh Mehta,AG003,COMP003,PLANT03,MG03,2026-03-11,SAP
SAPACC5914,Mishra Technologies Ltd,Technology,Shreya Mishra,AG002,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPACC5599,Kumar Consulting Ltd,Retail,Harish Desai,AG007,COMP007,PLANT07,MG07,2026-03-31,SAP
SAPACC5504,Tiwari Pharmaceuticals Ltd,Manufacturing,Vinod Patil,AG008,COMP008,PLANT08,MG08,2026-02-07,SAP
SAPACC5740,Yadav Textiles Ltd,Financial Services,Suresh Sharma,AG004,COMP004,PLANT04,MG04,2026-02-26,SAP
SAPACC5340,Malhotra Industries Ltd,Technology,Ramesh Patil,AG004,COMP004,PLANT04,MG04,2026-01-04,SAP
SAPACC5187,Malhotra Traders Ltd,Transportation,Ravi Agarwal,AG003,COMP003,PLANT03,MG03,2026-02-11,SAP
SAPACC5907,Patil Services Ltd,Technology,Amit Guptha,AG003,COMP003,PLANT03,MG03,2026-03-13,SAP
SAPACC5289,Yadav Enterprises Ltd,Transportation,Harish Patil,AG001,COMP001,PLANT01,MG01,2026-03-13,SAP
SAPACC5375,Rao Services Ltd,Healthcare,Prakash Desai,AG007,COMP007,PLANT07,MG07,2026-03-29,SAP
SAPACC5455,Singh Technologies Ltd,Technology,Meera Iyer,AG007,COMP007,PLANT07,MG07,2026-03-04,SAP
SAPACC5045,Kaur Foods Ltd,Manufacturing,John Malhotra,AG005,COMP005,PLANT05,MG05,2026-01-24,SAP
SAPACC5495,Iyer Technologies Ltd,Retail,Prakash Rao,AG007,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPACC5261,Malhotra Technologies Ltd,Healthcare,Vinay Reddy,AG005,COMP005,PLANT05,MG05,2026-01-20,SAP
SAPACC5232,Guptha Consulting Ltd,Transportation,Sneha Desai,AG008,COMP008,PLANT08,MG08,2026-02-14,SAP
SAPACC5667,Verma Industries Ltd,Transportation,Rahul Yadav,AG003,COMP003,PLANT03,MG03,2026-02-20,SAP
SAPACC5871,Kapoor Enterprises Ltd,Manufacturing,Meena Yadav,AG007,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPACC5620,Patil Retail Ltd,Transportation,Neha Tiwari,AG004,COMP004,PLANT04,MG04,2026-01-05,SAP
SAPACC5443,Kapoor Finance Ltd,Manufacturing,Rekha Mishra,AG003,COMP003,PLANT03,MG03,2026-03-30,SAP
SAPACC5623,Malhotra Healthcare Ltd,Manufacturing,Deepak Banerjee,AG007,COMP007,PLANT07,MG07,2026-02-06,SAP
SAPACC5528,Mishra Retail Ltd,Technology,Divya Kumar,AG008,COMP008,PLANT08,MG08,2026-03-02,SAP
SAPACC5519,Iyer Services Ltd,Transportation,Meera Patil,AG007,COMP007,PLANT07,MG07,2026-02-16,SAP
SAPACC5430,Gupta Consulting Ltd,Transportation,Vinay Kumar,AG006,COMP006,PLANT06,MG06,2026-01-08,SAP
SAPACC5355,Reddy Solutions Ltd,Technology,Alok Iyer,AG003,COMP003,PLANT03,MG03,2026-03-21,SAP
SAPACC5739,Tiwari Textiles Ltd,Technology,Rekha Verma,AG003,COMP003,PLANT03,MG03,2026-03-08,SAP
SAPACC5316,Malhotra Finance Ltd,Transportation,Sunita Patil,AG004,COMP004,PLANT04,MG04,2026-02-18,SAP
SAPACC5461,Iyer Solutions Ltd,Manufacturing,Meera Dubey,AG005,COMP005,PLANT05,MG05,2026-03-03,SAP
SAPACC5878,Mishra Enterprises Ltd,Healthcare,Kavita Shah,AG006,COMP006,PLANT06,MG06,2026-03-04,SAP
SAPACC5200,Dubey Services Ltd,Financial Services,Seema Kaur,AG008,COMP008,PLANT08,MG08,2026-01-05,SAP
SAPACC5268,Patel Healthcare Ltd,Healthcare,Arjun Patel,AG004,COMP004,PLANT04,MG04,2026-03-04,SAP
SAPACC5260,Reddy Solutions Ltd,Transportation,Arjun Guptha,AG004,COMP004,PLANT04,MG04,2026-03-15,SAP
SAPACC5706,Sharma Industries Ltd,Retail,Deepak Kumar,AG002,COMP002,PLANT02,MG02,2026-01-21,SAP
SAPACC5094,Pandey Foods Ltd,Financial Services,Ajay Banerjee,AG006,COMP006,PLANT06,MG06,2026-02-22,SAP
SAPACC5420,Rao Retail Ltd,Financial Services,Rohit Nair,AG004,COMP004,PLANT04,MG04,2026-02-07,SAP
SAPACC5790,Nair Solutions Ltd,Retail,Rahul Desai,AG006,COMP006,PLANT06,MG06,2026-02-14,SAP
SAPACC5654,Mishra Logistics Ltd,Technology,Vikas Sharma,AG006,COMP006,PLANT06,MG06,2026-03-18,SAP
SAPACC5823,Sharma Retail Ltd,Healthcare,Rohit Kumar,AG007,COMP007,PLANT07,MG07,2026-01-20,SAP
SAPACC5638,Menon Foods Ltd,Manufacturing,Ramesh Agarwal,AG006,COMP006,PLANT06,MG06,2026-02-04,SAP
SAPACC5050,Guptha Consulting Ltd,Healthcare,Shalini Verma,AG002,COMP002,PLANT02,MG02,2026-02-18,SAP
SAPACC5385,Mishra Services Ltd,Technology,Seema Dubey,AG001,COMP001,PLANT01,MG01,2026-01-14,SAP
SAPACC5096,Patel Consulting Ltd,Financial Services,Karan Banerjee,AG008,COMP008,PLANT08,MG08,2026-01-02,SAP
SAPACC5574,Verma Finance Ltd,Manufacturing,Ajay Guptha,AG006,COMP006,PLANT06,MG06,2026-02-23,SAP
SAPACC5256,Patil Logistics Ltd,Retail,Arvind Nair,AG008,COMP008,PLANT08,MG08,2026-01-01,SAP
