transaction_id,customer_id,account_id,transaction_type,amount,currency,document_number,company_code,plant_id,material_group,transaction_date,source_system
SAPTXN5551,SAP1551,SAPACC1551,Payment,16493,INR,DOC009,COMP007,PLANT07,MG07,2026-03-13,SAP
SAPTXN5262,SAP1262,SAPACC1262,Order,10655,INR,DOC008,COMP006,PLANT06,MG06,2026-02-25,SAP
SAPTXN5835,SAP1835,SAPACC1835,Order,30588,INR,DOC001,COMP003,PLANT03,MG03,2026-03-03,SAP
SAPTXN5059,SAP1059,SAPACC1059,Credit,4607,INR,DOC019,COMP003,PLANT03,MG03,2026-02-20,SAP
SAPTXN5806,SAP1806,SAPACC1806,Credit,32810,INR,DOC005,COMP006,PLANT06,MG06,2026-03-08,SAP
SAPTXN5584,SAP1584,SAPACC1584,Refund,15549,INR,DOC003,COMP008,PLANT08,MG08,2026-03-22,SAP
SAPTXN5864,SAP1864,SAPACC1864,Credit,42432,INR,DOC019,COMP008,PLANT08,MG08,2026-01-12,SAP
SAPTXN5267,SAP1267,SAPACC1267,Credit,33327,INR,DOC014,COMP003,PLANT03,MG03,2026-01-12,SAP
SAPTXN5462,SAP1462,SAPACC1462,Order,17578,INR,DOC002,COMP006,PLANT06,MG06,2026-02-04,SAP
SAPTXN5931,SAP1931,SAPACC1931,Credit,43245,INR,DOC007,COMP003,PLANT03,MG03,2026-02-08,SAP
SAPTXN5218,SAP1218,SAPACC1218,Order,27956,INR,DOC006,COMP002,PLANT02,MG02,2026-03-09,SAP
SAPTXN5542,SAP1542,SAPACC1542,Payment,25118,INR,DOC006,COMP006,PLANT06,MG06,2026-02-15,SAP
SAPTXN5153,SAP1153,SAPACC1153,Invoice,20415,INR,DOC005,COMP001,PLANT01,MG01,2026-01-05,SAP
SAPTXN5126,SAP1126,SAPACC1126,Invoice,15710,INR,DOC013,COMP006,PLANT06,MG06,2026-02-19,SAP
SAPTXN5307,SAP1307,SAPACC1307,Refund,5500,INR,DOC013,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPTXN5686,SAP1686,SAPACC1686,Credit,17675,INR,DOC020,COMP006,PLANT06,MG06,2026-01-01,SAP
SAPTXN5829,SAP1829,SAPACC1829,Invoice,47875,INR,DOC008,COMP005,PLANT05,MG05,2026-01-25,SAP
SAPTXN5081,SAP1081,SAPACC1081,Credit,36875,INR,DOC016,COMP001,PLANT01,MG01,2026-01-26,SAP
SAPTXN5025,SAP1025,SAPACC1025,Order,843,INR,DOC006,COMP001,PLANT01,MG01,2026-02-21,SAP
SAPTXN5289,SAP1289,SAPACC1289,Refund,30945,INR,DOC005,COMP001,PLANT01,MG01,2026-03-19,SAP
SAPTXN5565,SAP1565,SAPACC1565,Refund,24274,INR,DOC006,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPTXN5455,SAP1455,SAPACC1455,Invoice,16973,INR,DOC014,COMP007,PLANT07,MG07,2026-03-10,SAP
SAPTXN5044,SAP1044,SAPACC1044,Invoice,6197,INR,DOC011,COMP004,PLANT04,MG04,2026-01-24,SAP
SAPTXN5491,SAP1491,SAPACC1491,Payment,12332,INR,DOC017,COMP003,PLANT03,MG03,2026-03-05,SAP
SAPTXN5303,SAP1303,SAPACC1303,Invoice,25404,INR,DOC009,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPTXN5818,SAP1818,SAPACC1818,Order,45660,INR,DOC014,COMP002,PLANT02,MG02,2026-02-06,SAP
SAPTXN5634,SAP1634,SAPACC1634,Payment,24562,INR,DOC011,COMP002,PLANT02,MG02,2026-02-18,SAP
SAPTXN5168,SAP1168,SAPACC1168,Refund,22944,INR,DOC012,COMP008,PLANT08,MG08,2026-03-10,SAP
SAPTXN5251,SAP1251,SAPACC1251,Payment,44042,INR,DOC011,COMP003,PLANT03,MG03,2026-03-13,SAP
SAPTXN5764,SAP1764,SAPACC1764,Credit,2381,INR,DOC019,COMP004,PLANT04,MG04,2026-01-28,SAP
SAPTXN5756,SAP1756,SAPACC1756,Credit,10783,INR,DOC006,COMP004,PLANT04,MG04,2026-03-28,SAP
SAPTXN5619,SAP1619,SAPACC1619,Order,18374,INR,DOC008,COMP003,PLANT03,MG03,2026-02-02,SAP
SAPTXN5120,SAP1120,SAPACC1120,Credit,4930,INR,DOC009,COMP008,PLANT08,MG08,2026-02-07,SAP
SAPTXN5543,SAP1543,SAPACC1543,Credit,34324,INR,DOC007,COMP007,PLANT07,MG07,2026-03-25,SAP
SAPTXN5410,SAP1410,SAPACC1410,Payment,32564,INR,DOC006,COMP002,PLANT02,MG02,2026-01-10,SAP
SAPTXN5432,SAP1432,SAPACC1432,Order,47543,INR,DOC007,COMP008,PLANT08,MG08,2026-03-19,SAP
SAPTXN5274,SAP1274,SAPACC1274,Order,29983,INR,DOC016,COMP002,PLANT02,MG02,2026-03-31,SAP
SAPTXN5513,SAP1513,SAPACC1513,Refund,24437,INR,DOC006,COMP001,PLANT01,MG01,2026-02-11,SAP
SAPTXN5063,SAP1063,SAPACC1063,Refund,15878,INR,DOC008,COMP007,PLANT07,MG07,2026-03-25,SAP
SAPTXN5694,SAP1694,SAPACC1694,Invoice,33760,INR,DOC004,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5073,SAP1073,SAPACC1073,Credit,39630,INR,DOC019,COMP001,PLANT01,MG01,2026-03-06,SAP
SAPTXN5890,SAP1890,SAPACC1890,Payment,8508,INR,DOC005,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPTXN5261,SAP1261,SAPACC1261,Payment,45291,INR,DOC001,COMP005,PLANT05,MG05,2026-03-29,SAP
SAPTXN5905,SAP1905,SAPACC1905,Credit,5814,INR,DOC015,COMP001,PLANT01,MG01,2026-03-16,SAP
SAPTXN5819,SAP1819,SAPACC1819,Order,26226,INR,DOC003,COMP003,PLANT03,MG03,2026-01-17,SAP
SAPTXN5696,SAP1696,SAPACC1696,Payment,14657,INR,DOC001,COMP008,PLANT08,MG08,2026-03-22,SAP
SAPTXN5413,SAP1413,SAPACC1413,Payment,44010,INR,DOC015,COMP005,PLANT05,MG05,2026-03-24,SAP
SAPTXN5055,SAP1055,SAPACC1055,Payment,31602,INR,DOC006,COMP007,PLANT07,MG07,2026-02-15,SAP
SAPTXN5242,SAP1242,SAPACC1242,Refund,29779,INR,DOC001,COMP002,PLANT02,MG02,2026-03-04,SAP
SAPTXN5406,SAP1406,SAPACC1406,Invoice,13760,INR,DOC001,COMP006,PLANT06,MG06,2026-03-27,SAP
SAPTXN5454,SAP1454,SAPACC1454,Payment,6222,INR,DOC001,COMP006,PLANT06,MG06,2026-02-03,SAP
SAPTXN5183,SAP1183,SAPACC1183,Credit,8209,INR,DOC006,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPTXN5054,SAP1054,SAPACC1054,Order,39446,INR,DOC020,COMP006,PLANT06,MG06,2026-01-26,SAP
SAPTXN5354,SAP1354,SAPACC1354,Credit,17755,INR,DOC014,COMP002,PLANT02,MG02,2026-01-03,SAP
SAPTXN5244,SAP1244,SAPACC1244,Credit,12493,INR,DOC018,COMP004,PLANT04,MG04,2026-03-04,SAP
SAPTXN5193,SAP1193,SAPACC1193,Payment,935,INR,DOC016,COMP001,PLANT01,MG01,2026-03-08,SAP
SAPTXN5637,SAP1637,SAPACC1637,Order,38827,INR,DOC001,COMP005,PLANT05,MG05,2026-03-21,SAP
SAPTXN5737,SAP1737,SAPACC1737,Payment,40230,INR,DOC010,COMP001,PLANT01,MG01,2026-02-24,SAP
SAPTXN5646,SAP1646,SAPACC1646,Invoice,32440,INR,DOC015,COMP006,PLANT06,MG06,2026-03-26,SAP
SAPTXN5510,SAP1510,SAPACC1510,Order,3018,INR,DOC017,COMP006,PLANT06,MG06,2026-03-08,SAP
SAPTXN5725,SAP1725,SAPACC1725,Refund,31091,INR,DOC005,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPTXN5648,SAP1648,SAPACC1648,Invoice,25342,INR,DOC017,COMP008,PLANT08,MG08,2026-03-25,SAP
SAPTXN5740,SAP1740,SAPACC1740,Credit,34838,INR,DOC011,COMP004,PLANT04,MG04,2026-03-13,SAP
SAPTXN5708,SAP1708,SAPACC1708,Payment,19795,INR,DOC013,COMP004,PLANT04,MG04,2026-02-15,SAP
SAPTXN5301,SAP1301,SAPACC1301,Order,47390,INR,DOC017,COMP005,PLANT05,MG05,2026-01-26,SAP
SAPTXN5256,SAP1256,SAPACC1256,Credit,39851,INR,DOC008,COMP008,PLANT08,MG08,2026-01-16,SAP
SAPTXN5348,SAP1348,SAPACC1348,Credit,41052,INR,DOC013,COMP004,PLANT04,MG04,2026-01-15,SAP
SAPTXN5719,SAP1719,SAPACC1719,Invoice,19813,INR,DOC011,COMP007,PLANT07,MG07,2026-01-12,SAP
SAPTXN5046,SAP1046,SAPACC1046,Credit,15911,INR,DOC012,COMP006,PLANT06,MG06,2026-01-18,SAP
SAPTXN5221,SAP1221,SAPACC1221,Invoice,40446,INR,DOC003,COMP005,PLANT05,MG05,2026-02-04,SAP
SAPTXN5415,SAP1415,SAPACC1415,Payment,40635,INR,DOC001,COMP007,PLANT07,MG07,2026-01-22,SAP
SAPTXN5227,SAP1227,SAPACC1227,Credit,40968,INR,DOC011,COMP003,PLANT03,MG03,2026-01-19,SAP
SAPTXN5709,SAP1709,SAPACC1709,Credit,972,INR,DOC017,COMP005,PLANT05,MG05,2026-02-25,SAP
SAPTXN5114,SAP1114,SAPACC1114,Order,31313,INR,DOC014,COMP002,PLANT02,MG02,2026-02-11,SAP
SAPTXN5848,SAP1848,SAPACC1848,Order,25705,INR,DOC007,COMP008,PLANT08,MG08,2026-03-02,SAP
SAPTXN5629,SAP1629,SAPACC1629,Payment,30671,INR,DOC008,COMP005,PLANT05,MG05,2026-03-12,SAP
SAPTXN5805,SAP1805,SAPACC1805,Order,26361,INR,DOC011,COMP005,PLANT05,MG05,2026-01-04,SAP
SAPTXN5893,SAP1893,SAPACC1893,Refund,11011,INR,DOC017,COMP005,PLANT05,MG05,2026-02-02,SAP
SAPTXN5639,SAP1639,SAPACC1639,Payment,16980,INR,DOC010,COMP007,PLANT07,MG07,2026-01-08,SAP
SAPTXN5295,SAP1295,SAPACC1295,Refund,30186,INR,DOC007,COMP007,PLANT07,MG07,2026-01-26,SAP
SAPTXN5468,SAP1468,SAPACC1468,Invoice,2588,INR,DOC003,COMP004,PLANT04,MG04,2026-02-24,SAP
SAPTXN5100,SAP1100,SAPACC1100,Invoice,16174,INR,DOC011,COMP004,PLANT04,MG04,2026-02-25,SAP
SAPTXN5178,SAP1178,SAPACC1178,Refund,7973,INR,DOC008,COMP002,PLANT02,MG02,2026-03-14,SAP
SAPTXN5189,SAP1189,SAPACC1189,Credit,43243,INR,DOC011,COMP005,PLANT05,MG05,2026-01-14,SAP
SAPTXN5457,SAP1457,SAPACC1457,Refund,1851,INR,DOC001,COMP001,PLANT01,MG01,2026-02-08,SAP
SAPTXN5877,SAP1877,SAPACC1877,Payment,35313,INR,DOC018,COMP005,PLANT05,MG05,2026-03-26,SAP
SAPTXN5305,SAP1305,SAPACC1305,Payment,24686,INR,DOC006,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPTXN5392,SAP1392,SAPACC1392,Credit,42909,INR,DOC015,COMP008,PLANT08,MG08,2026-03-30,SAP
SAPTXN5663,SAP1663,SAPACC1663,Payment,43783,INR,DOC005,COMP007,PLANT07,MG07,2026-01-17,SAP
SAPTXN5511,SAP1511,SAPACC1511,Refund,45351,INR,DOC020,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPTXN5255,SAP1255,SAPACC1255,Credit,27976,INR,DOC004,COMP007,PLANT07,MG07,2026-03-31,SAP
SAPTXN5206,SAP1206,SAPACC1206,Payment,27965,INR,DOC007,COMP006,PLANT06,MG06,2026-02-28,SAP
SAPTXN5667,SAP1667,SAPACC1667,Order,30089,INR,DOC012,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPTXN5721,SAP1721,SAPACC1721,Refund,35535,INR,DOC016,COMP001,PLANT01,MG01,2026-02-26,SAP
SAPTXN5027,SAP1027,SAPACC1027,Order,42105,INR,DOC015,COMP003,PLANT03,MG03,2026-02-18,SAP
SAPTXN5033,SAP1033,SAPACC1033,Invoice,5545,INR,DOC006,COMP001,PLANT01,MG01,2026-03-30,SAP
SAPTXN5742,SAP1742,SAPACC1742,Invoice,34688,INR,DOC004,COMP006,PLANT06,MG06,2026-01-14,SAP
SAPTXN5800,SAP1800,SAPACC1800,Order,1254,INR,DOC011,COMP008,PLANT08,MG08,2026-03-18,SAP
SAPTXN5502,SAP1502,SAPACC1502,Invoice,45409,INR,DOC004,COMP006,PLANT06,MG06,2026-03-19,SAP
SAPTXN5077,SAP1077,SAPACC1077,Invoice,16662,INR,DOC016,COMP005,PLANT05,MG05,2026-01-08,SAP
SAPTXN5051,SAP1051,SAPACC1051,Refund,1438,INR,DOC009,COMP003,PLANT03,MG03,2026-01-11,SAP
SAPTXN5451,SAP1451,SAPACC1451,Refund,24926,INR,DOC014,COMP003,PLANT03,MG03,2026-02-06,SAP
SAPTXN5310,SAP1310,SAPACC1310,Refund,45673,INR,DOC009,COMP006,PLANT06,MG06,2026-02-10,SAP
SAPTXN5352,SAP1352,SAPACC1352,Order,10363,INR,DOC005,COMP008,PLANT08,MG08,2026-03-25,SAP
SAPTXN5497,SAP1497,SAPACC1497,Credit,47406,INR,DOC018,COMP001,PLANT01,MG01,2026-01-04,SAP
SAPTXN5855,SAP1855,SAPACC1855,Invoice,39307,INR,DOC007,COMP007,PLANT07,MG07,2026-03-15,SAP
SAPTXN5732,SAP1732,SAPACC1732,Invoice,9816,INR,DOC010,COMP004,PLANT04,MG04,2026-02-13,SAP
SAPTXN5731,SAP1731,SAPACC1731,Order,37191,INR,DOC017,COMP003,PLANT03,MG03,2026-03-29,SAP
SAPTXN5363,SAP1363,SAPACC1363,Credit,7393,INR,DOC018,COMP003,PLANT03,MG03,2026-03-19,SAP
SAPTXN5356,SAP1356,SAPACC1356,Order,1128,INR,DOC018,COMP004,PLANT04,MG04,2026-02-19,SAP
SAPTXN5359,SAP1359,SAPACC1359,Invoice,33087,INR,DOC020,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPTXN5097,SAP1097,SAPACC1097,Payment,17256,INR,DOC003,COMP001,PLANT01,MG01,2026-01-29,SAP
SAPTXN5885,SAP1885,SAPACC1885,Refund,14863,INR,DOC019,COMP005,PLANT05,MG05,2026-02-18,SAP
SAPTXN5163,SAP1163,SAPACC1163,Order,6000,INR,DOC006,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPTXN5198,SAP1198,SAPACC1198,Invoice,27348,INR,DOC008,COMP006,PLANT06,MG06,2026-01-16,SAP
SAPTXN5947,SAP1947,SAPACC1947,Refund,24566,INR,DOC003,COMP003,PLANT03,MG03,2026-02-08,SAP
SAPTXN5840,SAP1840,SAPACC1840,Refund,42330,INR,DOC013,COMP008,PLANT08,MG08,2026-03-02,SAP
SAPTXN5572,SAP1572,SAPACC1572,Invoice,28075,INR,DOC002,COMP004,PLANT04,MG04,2026-03-07,SAP
SAPTXN5285,SAP1285,SAPACC1285,Refund,29241,INR,DOC016,COMP005,PLANT05,MG05,2026-03-27,SAP
SAPTXN5600,SAP1600,SAPACC1600,Order,40567,INR,DOC014,COMP008,PLANT08,MG08,2026-03-10,SAP
SAPTXN5940,SAP1940,SAPACC1940,Invoice,16594,INR,DOC014,COMP004,PLANT04,MG04,2026-01-26,SAP
SAPTXN5739,SAP1739,SAPACC1739,Invoice,4500,INR,DOC002,COMP003,PLANT03,MG03,2026-02-25,SAP
SAPTXN5032,SAP1032,SAPACC1032,Credit,1729,INR,DOC003,COMP008,PLANT08,MG08,2026-02-03,SAP
SAPTXN5627,SAP1627,SAPACC1627,Payment,23703,INR,DOC016,COMP003,PLANT03,MG03,2026-02-09,SAP
SAPTXN5079,SAP1079,SAPACC1079,Order,2389,INR,DOC009,COMP007,PLANT07,MG07,2026-01-18,SAP
SAPTXN5925,SAP1925,SAPACC1925,Invoice,13353,INR,DOC020,COMP005,PLANT05,MG05,2026-01-26,SAP
SAPTXN5591,SAP1591,SAPACC1591,Payment,13951,INR,DOC012,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPTXN5809,SAP1809,SAPACC1809,Payment,46838,INR,DOC010,COMP001,PLANT01,MG01,2026-03-30,SAP
SAPTXN5891,SAP1891,SAPACC1891,Credit,725,INR,DOC002,COMP003,PLANT03,MG03,2026-03-03,SAP
SAPTXN5669,SAP1669,SAPACC1669,Refund,36340,INR,DOC010,COMP005,PLANT05,MG05,2026-01-19,SAP
SAPTXN5749,SAP1749,SAPACC1749,Refund,11682,INR,DOC011,COMP005,PLANT05,MG05,2026-01-06,SAP
SAPTXN5029,SAP1029,SAPACC1029,Credit,31008,INR,DOC006,COMP005,PLANT05,MG05,2026-01-31,SAP
SAPTXN5599,SAP1599,SAPACC1599,Payment,48713,INR,DOC016,COMP007,PLANT07,MG07,2026-02-01,SAP
SAPTXN5449,SAP1449,SAPACC1449,Order,27841,INR,DOC017,COMP001,PLANT01,MG01,2026-02-18,SAP
SAPTXN5194,SAP1194,SAPACC1194,Invoice,8177,INR,DOC006,COMP002,PLANT02,MG02,2026-02-20,SAP
SAPTXN5412,SAP1412,SAPACC1412,Order,11490,INR,DOC005,COMP004,PLANT04,MG04,2026-03-14,SAP
SAPTXN5577,SAP1577,SAPACC1577,Credit,19368,INR,DOC014,COMP001,PLANT01,MG01,2026-02-25,SAP
SAPTXN5564,SAP1564,SAPACC1564,Order,38242,INR,DOC003,COMP004,PLANT04,MG04,2026-01-03,SAP
SAPTXN5726,SAP1726,SAPACC1726,Refund,19529,INR,DOC001,COMP006,PLANT06,MG06,2026-03-23,SAP
SAPTXN5024,SAP1024,SAPACC1024,Payment,10148,INR,DOC002,COMP008,PLANT08,MG08,2026-02-02,SAP
SAPTXN5021,SAP1021,SAPACC1021,Payment,49814,INR,DOC014,COMP005,PLANT05,MG05,2026-01-17,SAP
SAPTXN5215,SAP1215,SAPACC1215,Order,1674,INR,DOC017,COMP007,PLANT07,MG07,2026-03-02,SAP
SAPTXN5784,SAP1784,SAPACC1784,Payment,1148,INR,DOC011,COMP008,PLANT08,MG08,2026-03-25,SAP
SAPTXN5372,SAP1372,SAPACC1372,Invoice,10468,INR,DOC001,COMP004,PLANT04,MG04,2026-03-21,SAP
SAPTXN5750,SAP1750,SAPACC1750,Refund,15264,INR,DOC019,COMP006,PLANT06,MG06,2026-01-26,SAP
SAPTXN5793,SAP1793,SAPACC1793,Order,12010,INR,DOC003,COMP001,PLANT01,MG01,2026-02-25,SAP
SAPTXN5185,SAP1185,SAPACC1185,Credit,11309,INR,DOC007,COMP001,PLANT01,MG01,2026-01-27,SAP
SAPTXN5092,SAP1092,SAPACC1092,Invoice,36244,INR,DOC009,COMP004,PLANT04,MG04,2026-01-29,SAP
SAPTXN5628,SAP1628,SAPACC1628,Credit,39156,INR,DOC018,COMP004,PLANT04,MG04,2026-03-21,SAP
SAPTXN5562,SAP1562,SAPACC1562,Invoice,47215,INR,DOC003,COMP002,PLANT02,MG02,2026-01-25,SAP
SAPTXN5678,SAP1678,SAPACC1678,Payment,20123,INR,DOC015,COMP006,PLANT06,MG06,2026-01-06,SAP
SAPTXN5490,SAP1490,SAPACC1490,Payment,5213,INR,DOC016,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPTXN5606,SAP1606,SAPACC1606,Payment,46430,INR,DOC007,COMP006,PLANT06,MG06,2026-01-21,SAP
SAPTXN5345,SAP1345,SAPACC1345,Order,20865,INR,DOC013,COMP001,PLANT01,MG01,2026-03-23,SAP
SAPTXN5878,SAP1878,SAPACC1878,Payment,49432,INR,DOC014,COMP006,PLANT06,MG06,2026-02-24,SAP
SAPTXN5377,SAP1377,SAPACC1377,Order,13010,INR,DOC012,COMP001,PLANT01,MG01,2026-01-14,SAP
SAPTXN5067,SAP1067,SAPACC1067,Refund,48944,INR,DOC001,COMP003,PLANT03,MG03,2026-02-21,SAP
SAPTXN5567,SAP1567,SAPACC1567,Invoice,35168,INR,DOC018,COMP007,PLANT07,MG07,2026-02-06,SAP
SAPTXN5892,SAP1892,SAPACC1892,Order,3473,INR,DOC020,COMP004,PLANT04,MG04,2026-03-23,SAP
SAPTXN5388,SAP1388,SAPACC1388,Payment,22782,INR,DOC010,COMP004,PLANT04,MG04,2026-02-15,SAP
SAPTXN5843,SAP1843,SAPACC1843,Credit,24782,INR,DOC005,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPTXN5933,SAP1933,SAPACC1933,Refund,9593,INR,DOC015,COMP005,PLANT05,MG05,2026-01-29,SAP
SAPTXN5214,SAP1214,SAPACC1214,Payment,45836,INR,DOC005,COMP006,PLANT06,MG06,2026-02-27,SAP
SAPTXN5404,SAP1404,SAPACC1404,Order,1920,INR,DOC018,COMP004,PLANT04,MG04,2026-03-19,SAP
SAPTXN5761,SAP1761,SAPACC1761,Payment,16743,INR,DOC012,COMP001,PLANT01,MG01,2026-02-04,SAP
SAPTXN5113,SAP1113,SAPACC1113,Payment,15992,INR,DOC005,COMP001,PLANT01,MG01,2026-03-19,SAP
SAPTXN5777,SAP1777,SAPACC1777,Credit,19096,INR,DOC019,COMP001,PLANT01,MG01,2026-03-13,SAP
SAPTXN5666,SAP1666,SAPACC1666,Credit,3607,INR,DOC006,COMP002,PLANT02,MG02,2026-01-25,SAP
SAPTXN5003,SAP1003,SAPACC1003,Invoice,48547,INR,DOC012,COMP003,PLANT03,MG03,2026-02-27,SAP
SAPTXN5501,SAP1501,SAPACC1501,Invoice,44242,INR,DOC002,COMP005,PLANT05,MG05,2026-01-06,SAP
SAPTXN5302,SAP1302,SAPACC1302,Refund,35838,INR,DOC020,COMP006,PLANT06,MG06,2026-02-13,SAP
SAPTXN5664,SAP1664,SAPACC1664,Order,14859,INR,DOC004,COMP008,PLANT08,MG08,2026-03-31,SAP
SAPTXN5524,SAP1524,SAPACC1524,Payment,12547,INR,DOC014,COMP004,PLANT04,MG04,2026-02-05,SAP
SAPTXN5014,SAP1014,SAPACC1014,Payment,25283,INR,DOC006,COMP006,PLANT06,MG06,2026-02-23,SAP
SAPTXN5442,SAP1442,SAPACC1442,Payment,18997,INR,DOC010,COMP002,PLANT02,MG02,2026-03-16,SAP
SAPTXN5842,SAP1842,SAPACC1842,Refund,21607,INR,DOC008,COMP002,PLANT02,MG02,2026-03-23,SAP
SAPTXN5191,SAP1191,SAPACC1191,Refund,24166,INR,DOC002,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPTXN5382,SAP1382,SAPACC1382,Invoice,45619,INR,DOC004,COMP006,PLANT06,MG06,2026-01-02,SAP
SAPTXN5129,SAP1129,SAPACC1129,Refund,38030,INR,DOC003,COMP001,PLANT01,MG01,2026-01-03,SAP
SAPTXN5835,SAP1835,SAPACC1835,Order,30588,INR,DOC001,COMP003,PLANT03,MG03,2026-03-03,SAP
SAPTXN5582,SAP1582,SAPACC1582,Refund,46797,INR,DOC019,COMP006,PLANT06,MG06,2026-03-02,SAP
SAPTXN5290,SAP1290,SAPACC1290,Refund,38133,INR,DOC004,COMP002,PLANT02,MG02,2026-01-29,SAP
SAPTXN5706,SAP1706,SAPACC1706,Credit,24712,INR,DOC011,COMP002,PLANT02,MG02,2026-01-11,SAP
SAPTXN5249,SAP1249,SAPACC1249,Credit,28212,INR,DOC007,COMP001,PLANT01,MG01,2026-01-06,SAP
SAPTXN5337,SAP1337,SAPACC1337,Order,18110,INR,DOC013,COMP001,PLANT01,MG01,2026-03-01,SAP
SAPTXN5691,SAP1691,SAPACC1691,Invoice,33473,INR,DOC007,COMP003,PLANT03,MG03,2026-01-06,SAP
SAPTXN5321,SAP1321,SAPACC1321,Order,515,INR,DOC008,COMP001,PLANT01,MG01,2026-01-27,SAP
SAPTXN5857,SAP1857,SAPACC1857,Invoice,29876,INR,DOC014,COMP001,PLANT01,MG01,2026-01-06,SAP
SAPTXN5588,SAP1588,SAPACC1588,Credit,21099,INR,DOC018,COMP004,PLANT04,MG04,2026-02-07,SAP
SAPTXN5273,SAP1273,SAPACC1273,Refund,37484,INR,DOC019,COMP001,PLANT01,MG01,2026-01-29,SAP
SAPTXN5684,SAP1684,SAPACC1684,Credit,38774,INR,DOC019,COMP004,PLANT04,MG04,2026-02-09,SAP
SAPTXN5419,SAP1419,SAPACC1419,Payment,45810,INR,DOC017,COMP003,PLANT03,MG03,2026-03-19,SAP
SAPTXN5637,SAP1637,SAPACC1637,Order,38827,INR,DOC001,COMP005,PLANT05,MG05,2026-03-21,SAP
SAPTXN5500,SAP1500,SAPACC1500,Invoice,10240,INR,DOC020,COMP004,PLANT04,MG04,2026-01-21,SAP
SAPTXN5621,SAP1621,SAPACC1621,Credit,6265,INR,DOC007,COMP005,PLANT05,MG05,2026-01-12,SAP
SAPTXN5314,SAP1314,SAPACC1314,Payment,19294,INR,DOC004,COMP002,PLANT02,MG02,2026-02-23,SAP
SAPTXN5880,SAP1880,SAPACC1880,Payment,46767,INR,DOC001,COMP008,PLANT08,MG08,2026-02-13,SAP
SAPTXN5034,SAP1034,SAPACC1034,Invoice,9426,INR,DOC018,COMP002,PLANT02,MG02,2026-03-06,SAP
SAPTXN5155,SAP1155,SAPACC1155,Order,9320,INR,DOC011,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPTXN5275,SAP1275,SAPACC1275,Order,11287,INR,DOC007,COMP003,PLANT03,MG03,2026-01-23,SAP
SAPTXN5035,SAP1035,SAPACC1035,Order,39964,INR,DOC018,COMP003,PLANT03,MG03,2026-01-17,SAP
SAPTXN5272,SAP1272,SAPACC1272,Payment,44983,INR,DOC009,COMP008,PLANT08,MG08,2026-01-16,SAP
SAPTXN5144,SAP1144,SAPACC1144,Order,12869,INR,DOC007,COMP008,PLANT08,MG08,2026-01-26,SAP
SAPTXN5540,SAP1540,SAPACC1540,Invoice,41695,INR,DOC018,COMP004,PLANT04,MG04,2026-03-09,SAP
SAPTXN5623,SAP1623,SAPACC1623,Invoice,36450,INR,DOC018,COMP007,PLANT07,MG07,2026-02-22,SAP
SAPTXN5516,SAP1516,SAPACC1516,Order,13157,INR,DOC003,COMP004,PLANT04,MG04,2026-01-03,SAP
SAPTXN5684,SAP1684,SAPACC1684,Credit,38774,INR,DOC019,COMP004,PLANT04,MG04,2026-02-09,SAP
SAPTXN5424,SAP1424,SAPACC1424,Order,13372,INR,DOC008,COMP008,PLANT08,MG08,2026-01-21,SAP
SAPTXN5039,SAP1039,SAPACC1039,Invoice,39820,INR,DOC017,COMP007,PLANT07,MG07,2026-02-26,SAP
SAPTXN5881,SAP1881,SAPACC1881,Refund,33445,INR,DOC015,COMP001,PLANT01,MG01,2026-02-18,SAP
SAPTXN5801,SAP1801,SAPACC1801,Refund,2189,INR,DOC017,COMP001,PLANT01,MG01,2026-03-09,SAP
SAPTXN5165,SAP1165,SAPACC1165,Credit,27099,INR,DOC015,COMP005,PLANT05,MG05,2026-01-19,SAP
SAPTXN5836,SAP1836,SAPACC1836,Credit,24842,INR,DOC008,COMP004,PLANT04,MG04,2026-02-24,SAP
SAPTXN5381,SAP1381,SAPACC1381,Refund,2289,INR,DOC007,COMP005,PLANT05,MG05,2026-03-01,SAP
SAPTXN5360,SAP1360,SAPACC1360,Payment,9134,INR,DOC017,COMP008,PLANT08,MG08,2026-03-29,SAP
SAPTXN5548,SAP1548,SAPACC1548,Credit,2767,INR,DOC007,COMP004,PLANT04,MG04,2026-02-27,SAP
SAPTXN5674,SAP1674,SAPACC1674,Credit,48139,INR,DOC013,COMP002,PLANT02,MG02,2026-02-08,SAP
SAPTXN5716,SAP1716,SAPACC1716,Order,35742,INR,DOC016,COMP004,PLANT04,MG04,2026-02-26,SAP
