transaction_id,customer_id,account_id,transaction_type,amount,currency,opportunity_id,opportunity_stage,campaign_id,transaction_date,source_system
SFTXN5671,SF1671,SFACC1671,Invoice,2035,USD,OPP0671,Proposal,CAMP008,2025-03-22 00:00:00,Salesforce
SFTXN5947,SF1947,SFACC1947,Invoice,43914,USD,OPP0947,Closed Won,CAMP002,2024-06-12 00:00:00,Salesforce
SFTXN5459,SF1459,SFACC1459,Invoice,4576,USD,OPP0459,Prospecting,CAMP008,2025-09-21 00:00:00,Salesforce
SFTXN5054,SF1054,SFACC1054,Credit,14692,USD,OPP0054,Closed Won,CAMP025,2024-10-31 00:00:00,Salesforce
SFTXN5527,SF1527,SFACC1527,Invoice,34914,USD,OPP0527,Proposal,CAMP048,2025-12-25 00:00:00,Salesforce
SFTXN5715,SF1715,SFACC1715,Order,11352,USD,OPP0715,Closed Lost,CAMP027,2025-03-06 00:00:00,Salesforce
SFTXN5950,SF1950,SFACC1950,Credit,16734,USD,OPP0950,Closed Won,CAMP045,2025-07-25 00:00:00,Salesforce
SFTXN5446,SF1446,SFACC1446,Refund,40128,USD,OPP0446,Closed Lost,CAMP016,2025-07-09 00:00:00,Salesforce
SFTXN5540,SF1540,SFACC1540,Payment,41420,USD,OPP0540,Proposal,CAMP036,2025-05-19 00:00:00,Salesforce
SFTXN5560,SF1560,SFACC1560,Invoice,3922,USD,OPP0560,Proposal,CAMP002,2024-06-15 00:00:00,Salesforce
SFTXN5887,SF1887,SFACC1887,Refund,6709,USD,OPP0887,Prospecting,CAMP036,2026-03-08 00:00:00,Salesforce
SFTXN5193,SF1193,SFACC1193,Payment,7211,USD,OPP0193,Proposal,CAMP030,2026-03-06 00:00:00,Salesforce
SFTXN5158,SF1158,SFACC1158,Invoice,36930,USD,OPP0158,Negotiation,CAMP046,2024-08-30 00:00:00,Salesforce
SFTXN5272,SF1272,SFACC1272,Order,2735,USD,OPP0272,Closed Won,CAMP009,2025-02-08 00:00:00,Salesforce
SFTXN5874,SF1874,SFACC1874,Payment,32906,USD,OPP0874,Qualification,CAMP036,2026-01-03 00:00:00,Salesforce
SFTXN5395,SF1395,SFACC1395,Refund,23803,USD,OPP0395,Qualification,CAMP004,2025-04-09 00:00:00,Salesforce
SFTXN5096,SF1096,SFACC1096,Payment,49904,USD,OPP0096,Proposal,CAMP036,2025-01-08 00:00:00,Salesforce
SFTXN5781,SF1781,SFACC1781,Refund,45698,USD,OPP0781,Prospecting,CAMP004,2024-06-08 00:00:00,Salesforce
SFTXN5744,SF1744,SFACC1744,Credit,41973,USD,OPP0744,Prospecting,CAMP005,2025-02-07 00:00:00,Salesforce
SFTXN5729,SF1729,SFACC1729,Order,36364,USD,OPP0729,Qualification,CAMP042,2024-08-09 00:00:00,Salesforce
SFTXN5313,SF1313,SFACC1313,Order,10582,USD,OPP0313,Proposal,CAMP038,2025-12-20 00:00:00,Salesforce
SFTXN5498,SF1498,SFACC1498,Credit,38941,USD,OPP0498,Proposal,CAMP042,2025-11-06 00:00:00,Salesforce
SFTXN5528,SF1528,SFACC1528,Credit,19341,USD,OPP0528,Closed Lost,CAMP038,2025-07-11 00:00:00,Salesforce
SFTXN5797,SF1797,SFACC1797,Order,26779,USD,OPP0797,Proposal,CAMP038,2025-12-01 00:00:00,Salesforce
SFTXN5215,SF1215,SFACC1215,Order,11682,USD,OPP0215,Negotiation,CAMP016,2025-08-19 00:00:00,Salesforce
SFTXN5125,SF1125,SFACC1125,Order,1969,USD,OPP0125,Qualification,CAMP028,2025-06-14 00:00:00,Salesforce
SFTXN5935,SF1935,SFACC1935,Payment,43044,USD,OPP0935,Qualification,CAMP003,2025-06-23 00:00:00,Salesforce
SFTXN5773,SF1773,SFACC1773,Invoice,2779,USD,OPP0773,Closed Lost,CAMP042,2025-03-29 00:00:00,Salesforce
SFTXN5453,SF1453,SFACC1453,Order,31551,USD,OPP0453,Closed Won,CAMP029,2025-03-05 00:00:00,Salesforce
SFTXN5814,SF1814,SFACC1814,Credit,12091,USD,OPP0814,Negotiation,CAMP039,2024-02-20 00:00:00,Salesforce
SFTXN5467,SF1467,SFACC1467,Payment,10154,USD,OPP0467,Closed Lost,CAMP023,2025-09-04 00:00:00,Salesforce
SFTXN5573,SF1573,SFACC1573,Credit,47310,USD,OPP0573,Negotiation,CAMP046,2024-10-13 00:00:00,Salesforce
SFTXN5353,SF1353,SFACC1353,Order,47086,USD,OPP0353,Proposal,CAMP004,2024-01-25 00:00:00,Salesforce
SFTXN5307,SF1307,SFACC1307,Payment,14449,USD,OPP0307,Proposal,CAMP043,2024-07-07 00:00:00,Salesforce
SFTXN5726,SF1726,SFACC1726,Invoice,1946,USD,OPP0726,Prospecting,CAMP038,2024-05-13 00:00:00,Salesforce
SFTXN5719,SF1719,SFACC1719,Credit,1850,USD,OPP0719,Closed Won,CAMP005,2024-07-27 00:00:00,Salesforce
SFTXN5543,SF1543,SFACC1543,Payment,42796,USD,OPP0543,Proposal,CAMP047,2025-07-11 00:00:00,Salesforce
SFTXN5244,SF1244,SFACC1244,Order,28721,USD,OPP0244,Closed Won,CAMP042,2025-06-23 00:00:00,Salesforce
SFTXN5061,SF1061,SFACC1061,Payment,8224,USD,OPP0061,Proposal,CAMP016,2025-11-04 00:00:00,Salesforce
SFTXN5139,SF1139,SFACC1139,Refund,22780,USD,OPP0139,Closed Won,CAMP050,2024-09-12 00:00:00,Salesforce
SFTXN5109,SF1109,SFACC1109,Credit,11649,USD,OPP0109,Qualification,CAMP023,2026-03-01 00:00:00,Salesforce
SFTXN5563,SF1563,SFACC1563,Payment,23298,USD,OPP0563,Prospecting,CAMP013,2025-04-07 00:00:00,Salesforce
SFTXN5599,SF1599,SFACC1599,Invoice,46762,USD,OPP0599,Qualification,CAMP027,2024-01-03 00:00:00,Salesforce
SFTXN5545,SF1545,SFACC1545,Refund,41725,USD,OPP0545,Prospecting,CAMP030,2026-01-23 00:00:00,Salesforce
SFTXN5099,SF1099,SFACC1099,Credit,23876,USD,OPP0099,Closed Lost,CAMP021,2024-04-22 00:00:00,Salesforce
SFTXN5458,SF1458,SFACC1458,Invoice,27917,USD,OPP0458,Prospecting,CAMP045,2025-02-12 00:00:00,Salesforce
SFTXN5303,SF1303,SFACC1303,Credit,5378,USD,OPP0303,Negotiation,CAMP049,2025-10-13 00:00:00,Salesforce
SFTXN5153,SF1153,SFACC1153,Payment,24784,USD,OPP0153,Closed Lost,CAMP002,2024-08-17 00:00:00,Salesforce
SFTXN5115,SF1115,SFACC1115,Credit,45588,USD,OPP0115,Closed Lost,CAMP003,2025-10-26 00:00:00,Salesforce
SFTXN5013,SF1013,SFACC1013,Invoice,18742,USD,OPP0013,Closed Lost,CAMP035,2024-09-25 00:00:00,Salesforce
SFTXN5252,SF1252,SFACC1252,Order,21324,USD,OPP0252,Proposal,CAMP016,2024-12-04 00:00:00,Salesforce
SFTXN5097,SF1097,SFACC1097,Refund,32140,USD,OPP0097,Closed Won,CAMP045,2025-01-20 00:00:00,Salesforce
SFTXN5836,SF1836,SFACC1836,Payment,32549,USD,OPP0836,Prospecting,CAMP046,2024-06-12 00:00:00,Salesforce
SFTXN5491,SF1491,SFACC1491,Credit,22725,USD,OPP0491,Proposal,CAMP029,2024-02-06 00:00:00,Salesforce
SFTXN5176,SF1176,SFACC1176,Payment,10657,USD,OPP0176,Negotiation,CAMP018,2026-02-14 00:00:00,Salesforce
SFTXN5299,SF1299,SFACC1299,Refund,44147,USD,OPP0299,Closed Won,CAMP042,2025-09-05 00:00:00,Salesforce
SFTXN5713,SF1713,SFACC1713,Refund,7580,USD,OPP0713,Closed Won,CAMP027,2024-12-22 00:00:00,Salesforce
SFTXN5548,SF1548,SFACC1548,Refund,8702,USD,OPP0548,Prospecting,CAMP032,2025-11-21 00:00:00,Salesforce
SFTXN5445,SF1445,SFACC1445,Payment,2530,USD,OPP0445,Closed Lost,CAMP017,2025-07-21 00:00:00,Salesforce
SFTXN5085,SF1085,SFACC1085,Order,36383,USD,OPP0085,Closed Won,CAMP022,2025-09-28 00:00:00,Salesforce
SFTXN5407,SF1407,SFACC1407,Refund,28919,USD,OPP0407,Closed Won,CAMP011,2026-02-25 00:00:00,Salesforce
SFTXN5899,SF1899,SFACC1899,Payment,14609,USD,OPP0899,Prospecting,CAMP047,2024-07-18 00:00:00,Salesforce
SFTXN5770,SF1770,SFACC1770,Credit,13646,USD,OPP0770,Proposal,CAMP042,2024-03-30 00:00:00,Salesforce
SFTXN5376,SF1376,SFACC1376,Refund,9846,USD,OPP0376,Negotiation,CAMP048,2026-03-11 00:00:00,Salesforce
SFTXN5820,SF1820,SFACC1820,Invoice,2604,USD,OPP0820,Closed Lost,CAMP050,2025-11-20 00:00:00,Salesforce
SFTXN5189,SF1189,SFACC1189,Credit,9884,USD,OPP0189,Proposal,CAMP013,2026-03-07 00:00:00,Salesforce
SFTXN5826,SF1826,SFACC1826,Invoice,27603,USD,OPP0826,Closed Lost,CAMP032,2024-07-25 00:00:00,Salesforce
SFTXN5336,SF1336,SFACC1336,Invoice,25881,USD,OPP0336,Prospecting,CAMP035,2026-02-25 00:00:00,Salesforce
SFTXN5260,SF1260,SFACC1260,Credit,11921,USD,OPP0260,Closed Won,CAMP038,2025-11-22 00:00:00,Salesforce
SFTXN5603,SF1603,SFACC1603,Refund,44361,USD,OPP0603,Qualification,CAMP014,2026-02-15 00:00:00,Salesforce
SFTXN5868,SF1868,SFACC1868,Invoice,16905,USD,OPP0868,Qualification,CAMP044,2025-07-09 00:00:00,Salesforce
SFTXN5557,SF1557,SFACC1557,Credit,44979,USD,OPP0557,Proposal,CAMP025,2025-08-07 00:00:00,Salesforce
SFTXN5196,SF1196,SFACC1196,Credit,1487,USD,OPP0196,Closed Lost,CAMP019,2024-11-07 00:00:00,Salesforce
SFTXN5703,SF1703,SFACC1703,Invoice,917,USD,OPP0703,Closed Won,CAMP014,2025-12-19 00:00:00,Salesforce
SFTXN5855,SF1855,SFACC1855,Invoice,12399,USD,OPP0855,Proposal,CAMP010,2024-10-25 00:00:00,Salesforce
SFTXN5735,SF1735,SFACC1735,Credit,37879,USD,OPP0735,Proposal,CAMP035,2025-12-03 00:00:00,Salesforce
SFTXN5387,SF1387,SFACC1387,Order,1909,USD,OPP0387,Qualification,CAMP042,2024-02-10 00:00:00,Salesforce
SFTXN5117,SF1117,SFACC1117,Refund,46392,USD,OPP0117,Qualification,CAMP022,2024-12-31 00:00:00,Salesforce
SFTXN5295,SF1295,SFACC1295,Refund,20810,USD,OPP0295,Closed Lost,CAMP009,2024-05-27 00:00:00,Salesforce
SFTXN5858,SF1858,SFACC1858,Invoice,12541,USD,OPP0858,Prospecting,CAMP040,2024-01-24 00:00:00,Salesforce
SFTXN5409,SF1409,SFACC1409,Credit,12175,USD,OPP0409,Proposal,CAMP007,2026-01-21 00:00:00,Salesforce
SFTXN5452,SF1452,SFACC1452,Refund,35061,USD,OPP0452,Qualification,CAMP046,2026-01-14 00:00:00,Salesforce
SFTXN5699,SF1699,SFACC1699,Invoice,45308,USD,OPP0699,Closed Lost,CAMP013,2026-02-12 00:00:00,Salesforce
SFTXN5469,SF1469,SFACC1469,Invoice,41450,USD,OPP0469,Closed Lost,CAMP021,2026-03-13 00:00:00,Salesforce
SFTXN5457,SF1457,SFACC1457,Order,1107,USD,OPP0457,Prospecting,CAMP005,2025-06-25 00:00:00,Salesforce
SFTXN5569,SF1569,SFACC1569,Credit,30092,USD,OPP0569,Prospecting,CAMP004,2024-05-26 00:00:00,Salesforce
SFTXN5564,SF1564,SFACC1564,Invoice,24947,USD,OPP0564,Prospecting,CAMP039,2024-07-02 00:00:00,Salesforce
SFTXN5920,SF1920,SFACC1920,Order,38894,USD,OPP0920,Proposal,CAMP041,2024-05-16 00:00:00,Salesforce
SFTXN5090,SF1090,SFACC1090,Invoice,13417,USD,OPP0090,Closed Lost,CAMP021,2024-01-20 00:00:00,Salesforce
SFTXN5778,SF1778,SFACC1778,Payment,15024,USD,OPP0778,Negotiation,CAMP018,2025-06-29 00:00:00,Salesforce
SFTXN5823,SF1823,SFACC1823,Payment,40812,USD,OPP0823,Proposal,CAMP022,2024-05-28 00:00:00,Salesforce
SFTXN5267,SF1267,SFACC1267,Payment,1345,USD,OPP0267,Qualification,CAMP021,2024-02-05 00:00:00,Salesforce
SFTXN5581,SF1581,SFACC1581,Credit,40592,USD,OPP0581,Qualification,CAMP047,2024-08-28 00:00:00,Salesforce
SFTXN5879,SF1879,SFACC1879,Payment,43983,USD,OPP0879,Prospecting,CAMP037,2024-03-27 00:00:00,Salesforce
SFTXN5524,SF1524,SFACC1524,Credit,25189,USD,OPP0524,Closed Lost,CAMP044,2024-08-09 00:00:00,Salesforce
SFTXN5188,SF1188,SFACC1188,Invoice,44270,USD,OPP0188,Prospecting,CAMP011,2026-02-07 00:00:00,Salesforce
SFTXN5124,SF1124,SFACC1124,Order,8434,USD,OPP0124,Closed Lost,CAMP006,2025-01-27 00:00:00,Salesforce
SFTXN5853,SF1853,SFACC1853,Order,46149,USD,OPP0853,Proposal,CAMP034,2025-05-08 00:00:00,Salesforce
SFTXN5666,SF1666,SFACC1666,Credit,7885,USD,OPP0666,Proposal,CAMP011,2025-05-15 00:00:00,Salesforce
SFTXN5620,SF1620,SFACC1620,Invoice,32789,USD,OPP0620,Closed Lost,CAMP018,2025-03-16 00:00:00,Salesforce
SFTXN5496,SF1496,SFACC1496,Refund,1399,USD,OPP0496,Closed Won,CAMP020,2024-06-08 00:00:00,Salesforce
SFTXN5159,SF1159,SFACC1159,Payment,32546,USD,OPP0159,Negotiation,CAMP034,2025-01-01 00:00:00,Salesforce
SFTXN5483,SF1483,SFACC1483,Credit,4695,USD,OPP0483,Proposal,CAMP043,2024-04-29 00:00:00,Salesforce
SFTXN5062,SF1062,SFACC1062,Payment,16976,USD,OPP0062,Qualification,CAMP008,2025-05-31 00:00:00,Salesforce
SFTXN5140,SF1140,SFACC1140,Refund,42098,USD,OPP0140,Qualification,CAMP031,2024-12-28 00:00:00,Salesforce
SFTXN5783,SF1783,SFACC1783,Credit,7771,USD,OPP0783,Negotiation,CAMP003,2024-06-20 00:00:00,Salesforce
SFTXN5341,SF1341,SFACC1341,Payment,30699,USD,OPP0341,Proposal,CAMP023,2024-06-09 00:00:00,Salesforce
SFTXN5078,SF1078,SFACC1078,Credit,24834,USD,OPP0078,Proposal,CAMP048,2024-03-05 00:00:00,Salesforce
SFTXN5614,SF1614,SFACC1614,Invoice,36974,USD,OPP0614,Closed Lost,CAMP023,2024-12-19 00:00:00,Salesforce
SFTXN5588,SF1588,SFACC1588,Credit,18902,USD,OPP0588,Negotiation,CAMP026,2025-12-23 00:00:00,Salesforce
SFTXN5688,SF1688,SFACC1688,Order,14957,USD,OPP0688,Negotiation,CAMP008,2025-06-23 00:00:00,Salesforce
SFTXN5761,SF1761,SFACC1761,Refund,25183,USD,OPP0761,Qualification,CAMP042,2024-09-18 00:00:00,Salesforce
SFTXN5283,SF1283,SFACC1283,Order,30504,USD,OPP0283,Prospecting,CAMP017,2024-10-29 00:00:00,Salesforce
SFTXN5129,SF1129,SFACC1129,Refund,26830,USD,OPP0129,Qualification,CAMP029,2025-04-02 00:00:00,Salesforce
SFTXN5740,SF1740,SFACC1740,Refund,16531,USD,OPP0740,Negotiation,CAMP018,2024-09-01 00:00:00,Salesforce
SFTXN5441,SF1441,SFACC1441,Credit,34534,USD,OPP0441,Proposal,CAMP016,2026-02-13 00:00:00,Salesforce
SFTXN5863,SF1863,SFACC1863,Invoice,1221,USD,OPP0863,Qualification,CAMP018,2024-04-21 00:00:00,Salesforce
SFTXN5018,SF1018,SFACC1018,Order,49090,USD,OPP0018,Negotiation,CAMP005,2025-10-04 00:00:00,Salesforce
SFTXN5638,SF1638,SFACC1638,Credit,40931,USD,OPP0638,Negotiation,CAMP008,2025-05-04 00:00:00,Salesforce
SFTXN5145,SF1145,SFACC1145,Credit,22523,USD,OPP0145,Proposal,CAMP041,2025-10-11 00:00:00,Salesforce
SFTXN5474,SF1474,SFACC1474,Payment,30259,USD,OPP0474,Negotiation,CAMP020,2024-11-14 00:00:00,Salesforce
SFTXN5852,SF1852,SFACC1852,Invoice,46944,USD,OPP0852,Closed Won,CAMP015,2025-04-25 00:00:00,Salesforce
SFTXN5689,SF1689,SFACC1689,Payment,16214,USD,OPP0689,Closed Won,CAMP047,2025-02-22 00:00:00,Salesforce
SFTXN5219,SF1219,SFACC1219,Invoice,20505,USD,OPP0219,Prospecting,CAMP014,2025-09-07 00:00:00,Salesforce
SFTXN5844,SF1844,SFACC1844,Order,19524,USD,OPP0844,Prospecting,CAMP030,2025-05-30 00:00:00,Salesforce
SFTXN5418,SF1418,SFACC1418,Invoice,35519,USD,OPP0418,Closed Won,CAMP009,2025-01-03 00:00:00,Salesforce
SFTXN5200,SF1200,SFACC1200,Payment,29082,USD,OPP0200,Qualification,CAMP024,2024-10-24 00:00:00,Salesforce
SFTXN5542,SF1542,SFACC1542,Order,10166,USD,OPP0542,Closed Won,CAMP033,2024-11-06 00:00:00,Salesforce
SFTXN5108,SF1108,SFACC1108,Order,40335,USD,OPP0108,Proposal,CAMP008,2024-08-18 00:00:00,Salesforce
SFTXN5218,SF1218,SFACC1218,Credit,18335,USD,OPP0218,Closed Won,CAMP049,2025-07-24 00:00:00,Salesforce
SFTXN5329,SF1329,SFACC1329,Refund,18645,USD,OPP0329,Proposal,CAMP021,2025-02-23 00:00:00,Salesforce
SFTXN5103,SF1103,SFACC1103,Order,46295,USD,OPP0103,Closed Lost,CAMP047,2024-11-24 00:00:00,Salesforce
SFTXN5842,SF1842,SFACC1842,Invoice,7863,USD,OPP0842,Prospecting,CAMP013,2025-07-10 00:00:00,Salesforce
SFTXN5304,SF1304,SFACC1304,Invoice,40682,USD,OPP0304,Negotiation,CAMP007,2024-08-10 00:00:00,Salesforce
SFTXN5802,SF1802,SFACC1802,Credit,1923,USD,OPP0802,Proposal,CAMP021,2024-02-17 00:00:00,Salesforce
SFTXN5803,SF1803,SFACC1803,Credit,12719,USD,OPP0803,Prospecting,CAMP041,2024-06-22 00:00:00,Salesforce
SFTXN5488,SF1488,SFACC1488,Credit,6439,USD,OPP0488,Prospecting,CAMP041,2024-06-23 00:00:00,Salesforce
SFTXN5896,SF1896,SFACC1896,Invoice,23841,USD,OPP0896,Qualification,CAMP023,2026-01-11 00:00:00,Salesforce
SFTXN5521,SF1521,SFACC1521,Credit,4990,USD,OPP0521,Prospecting,CAMP023,2024-05-04 00:00:00,Salesforce
SFTXN5799,SF1799,SFACC1799,Refund,45772,USD,OPP0799,Negotiation,CAMP039,2024-01-26 00:00:00,Salesforce
SFTXN5553,SF1553,SFACC1553,Invoice,6202,USD,OPP0553,Negotiation,CAMP013,2024-07-21 00:00:00,Salesforce
SFTXN5231,SF1231,SFACC1231,Invoice,13404,USD,OPP0231,Qualification,CAMP011,2024-04-02 00:00:00,Salesforce
SFTXN5024,SF1024,SFACC1024,Invoice,43367,USD,OPP0024,Proposal,CAMP016,2024-10-05 00:00:00,Salesforce
SFTXN5655,SF1655,SFACC1655,Invoice,21768,USD,OPP0655,Proposal,CAMP031,2025-05-08 00:00:00,Salesforce
SFTXN5126,SF1126,SFACC1126,Payment,44707,USD,OPP0126,Closed Won,CAMP028,2025-05-02 00:00:00,Salesforce
SFTXN5162,SF1162,SFACC1162,Credit,4526,USD,OPP0162,Closed Won,CAMP021,2024-10-17 00:00:00,Salesforce
SFTXN5389,SF1389,SFACC1389,Invoice,35406,USD,OPP0389,Closed Won,CAMP038,2024-08-26 00:00:00,Salesforce
SFTXN5627,SF1627,SFACC1627,Invoice,16886,USD,OPP0627,Prospecting,CAMP007,2026-03-26 00:00:00,Salesforce
SFTXN5218,SF1218,SFACC1218,Credit,18335,USD,OPP0218,Closed Won,CAMP049,2025-07-24 00:00:00,Salesforce
SFTXN5236,SF1236,SFACC1236,Credit,19357,USD,OPP0236,Qualification,CAMP027,2024-04-10 00:00:00,Salesforce
SFTXN5624,SF1624,SFACC1624,Credit,18033,USD,OPP0624,Closed Won,CAMP024,2024-12-15 00:00:00,Salesforce
SFTXN5822,SF1822,SFACC1822,Invoice,45395,USD,OPP0822,Closed Lost,CAMP013,2025-12-22 00:00:00,Salesforce
SFTXN5444,SF1444,SFACC1444,Credit,33971,USD,OPP0444,Negotiation,CAMP039,2024-07-16 00:00:00,Salesforce
SFTXN5884,SF1884,SFACC1884,Refund,15991,USD,OPP0884,Closed Lost,CAMP009,2024-03-29 00:00:00,Salesforce
SFTXN5633,SF1633,SFACC1633,Invoice,48939,USD,OPP0633,Prospecting,CAMP018,2024-07-11 00:00:00,Salesforce
SFTXN5143,SF1143,SFACC1143,Order,31419,USD,OPP0143,Prospecting,CAMP014,2025-06-20 00:00:00,Salesforce
SFTXN5752,SF1752,SFACC1752,Payment,25591,USD,OPP0752,Closed Won,CAMP050,2025-12-13 00:00:00,Salesforce
SFTXN5268,SF1268,SFACC1268,Credit,1357,USD,OPP0268,Closed Lost,CAMP032,2025-07-01 00:00:00,Salesforce
SFTXN5408,SF1408,SFACC1408,Credit,39915,USD,OPP0408,Negotiation,CAMP031,2024-05-30 00:00:00,Salesforce
SFTXN5203,SF1203,SFACC1203,Payment,20086,USD,OPP0203,Closed Lost,CAMP047,2025-04-14 00:00:00,Salesforce
SFTXN5720,SF1720,SFACC1720,Refund,18966,USD,OPP0720,Prospecting,CAMP011,2025-07-12 00:00:00,Salesforce
SFTXN5261,SF1261,SFACC1261,Invoice,8218,USD,OPP0261,Negotiation,CAMP028,2025-08-24 00:00:00,Salesforce
SFTXN5572,SF1572,SFACC1572,Invoice,14155,USD,OPP0572,Qualification,CAMP014,2025-08-23 00:00:00,Salesforce
SFTXN5721,SF1721,SFACC1721,Invoice,47679,USD,OPP0721,Closed Won,CAMP044,2024-03-14 00:00:00,Salesforce
SFTXN5937,SF1937,SFACC1937,Refund,34111,USD,OPP0937,Closed Won,CAMP048,2025-06-08 00:00:00,Salesforce
SFTXN5856,SF1856,SFACC1856,Refund,27040,USD,OPP0856,Prospecting,CAMP020,2025-05-11 00:00:00,Salesforce
SFTXN5925,SF1925,SFACC1925,Payment,38778,USD,OPP0925,Proposal,CAMP046,2025-11-18 00:00:00,Salesforce
SFTXN5088,SF1088,SFACC1088,Payment,42256,USD,OPP0088,Prospecting,CAMP037,2024-11-18 00:00:00,Salesforce
SFTXN5708,SF1708,SFACC1708,Payment,34622,USD,OPP0708,Prospecting,CAMP027,2024-04-07 00:00:00,Salesforce
SFTXN5293,SF1293,SFACC1293,Order,4366,USD,OPP0293,Qualification,CAMP013,2024-11-15 00:00:00,Salesforce
SFTXN5112,SF1112,SFACC1112,Order,38321,USD,OPP0112,Prospecting,CAMP023,2024-02-05 00:00:00,Salesforce
SFTXN5930,SF1930,SFACC1930,Order,40332,USD,OPP0930,Prospecting,CAMP007,2025-01-20 00:00:00,Salesforce
SFTXN5317,SF1317,SFACC1317,Credit,43170,USD,OPP0317,Closed Lost,CAMP008,2024-01-26 00:00:00,Salesforce
SFTXN5029,SF1029,SFACC1029,Credit,27304,USD,OPP0029,Prospecting,CAMP041,2024-11-17 00:00:00,Salesforce
SFTXN5238,SF1238,SFACC1238,Credit,29833,USD,OPP0238,Closed Won,CAMP035,2024-06-02 00:00:00,Salesforce
SFTXN5339,SF1339,SFACC1339,Refund,35269,USD,OPP0339,Closed Lost,CAMP033,2024-11-19 00:00:00,Salesforce
SFTXN5657,SF1657,SFACC1657,Invoice,28750,USD,OPP0657,Closed Lost,CAMP001,2025-05-16 00:00:00,Salesforce
SFTXN5358,SF1358,SFACC1358,Refund,47894,USD,OPP0358,Prospecting,CAMP031,2024-09-14 00:00:00,Salesforce
SFTXN5031,SF1031,SFACC1031,Invoice,44817,USD,OPP0031,Qualification,CAMP018,2025-02-16 00:00:00,Salesforce
SFTXN5675,SF1675,SFACC1675,Order,1249,USD,OPP0675,Negotiation,CAMP002,2025-02-08 00:00:00,Salesforce
SFTXN5286,SF1286,SFACC1286,Invoice,46017,USD,OPP0286,Prospecting,CAMP047,2024-04-18 00:00:00,Salesforce
SFTXN5674,SF1674,SFACC1674,Payment,1681,USD,OPP0674,Proposal,CAMP034,2025-08-24 00:00:00,Salesforce
SFTXN5132,SF1132,SFACC1132,Order,45066,USD,OPP0132,Closed Lost,CAMP039,2024-07-12 00:00:00,Salesforce
SFTXN5383,SF1383,SFACC1383,Refund,39761,USD,OPP0383,Prospecting,CAMP011,2026-03-02 00:00:00,Salesforce
SFTXN5741,SF1741,SFACC1741,Credit,39587,USD,OPP0741,Proposal,CAMP005,2026-02-26 00:00:00,Salesforce
SFTXN5753,SF1753,SFACC1753,Order,46568,USD,OPP0753,Prospecting,CAMP021,2025-12-09 00:00:00,Salesforce
SFTXN5095,SF1095,SFACC1095,Refund,36130,USD,OPP0095,Prospecting,CAMP026,2025-01-21 00:00:00,Salesforce
SFTXN5538,SF1538,SFACC1538,Refund,21771,USD,OPP0538,Prospecting,CAMP030,2025-10-12 00:00:00,Salesforce
SFTXN5892,SF1892,SFACC1892,Invoice,13476,USD,OPP0892,Closed Lost,CAMP040,2025-10-20 00:00:00,Salesforce
SFTXN5401,SF1401,SFACC1401,Credit,24802,USD,OPP0401,Proposal,CAMP050,2025-05-19 00:00:00,Salesforce
SFTXN5142,SF1142,SFACC1142,Payment,34587,USD,OPP0142,Closed Lost,CAMP025,2024-05-26 00:00:00,Salesforce
SFTXN5848,SF1848,SFACC1848,Payment,24636,USD,OPP0848,Qualification,CAMP033,2025-05-08 00:00:00,Salesforce
SFTXN5523,SF1523,SFACC1523,Invoice,38589,USD,OPP0523,Closed Won,CAMP015,2024-07-27 00:00:00,Salesforce
SFTXN5204,SF1204,SFACC1204,Refund,12178,USD,OPP0204,Prospecting,CAMP028,2025-08-03 00:00:00,Salesforce
SFTXN5580,SF1580,SFACC1580,Order,15654,USD,OPP0580,Closed Lost,CAMP024,2025-11-21 00:00:00,Salesforce
SFTXN5468,SF1468,SFACC1468,Invoice,8742,USD,OPP0468,Prospecting,CAMP011,2024-03-05 00:00:00,Salesforce
SFTXN5630,SF1630,SFACC1630,Order,22241,USD,OPP0630,Closed Won,CAMP007,2024-01-28 00:00:00,Salesforce
SFTXN5878,SF1878,SFACC1878,Invoice,26315,USD,OPP0878,Qualification,CAMP017,2024-08-27 00:00:00,Salesforce
SFTXN5807,SF1807,SFACC1807,Credit,12902,USD,OPP0807,Closed Lost,CAMP032,2024-10-23 00:00:00,Salesforce
SFTXN5110,SF1110,SFACC1110,Credit,4713,USD,OPP0110,Proposal,CAMP046,2024-02-04 00:00:00,Salesforce
SFTXN5400,SF1400,SFACC1400,Refund,10257,USD,OPP0400,Negotiation,CAMP016,2024-06-25 00:00:00,Salesforce
SFTXN5604,SF1604,SFACC1604,Payment,11185,USD,OPP0604,Prospecting,CAMP007,2025-06-16 00:00:00,Salesforce
SFTXN5695,SF1695,SFACC1695,Payment,16981,USD,OPP0695,Prospecting,CAMP021,2025-07-20 00:00:00,Salesforce
SFTXN5694,SF1694,SFACC1694,Invoice,2346,USD,OPP0694,Closed Lost,CAMP024,2025-01-23 00:00:00,Salesforce
SFTXN5301,SF1301,SFACC1301,Credit,4399,USD,OPP0301,Negotiation,CAMP016,2025-09-24 00:00:00,Salesforce
SFTXN5774,SF1774,SFACC1774,Credit,19873,USD,OPP0774,Qualification,CAMP041,2025-04-18 00:00:00,Salesforce
SFTXN5334,SF1334,SFACC1334,Refund,6827,USD,OPP0334,Qualification,CAMP042,2025-08-24 00:00:00,Salesforce
SFTXN5057,SF1057,SFACC1057,Refund,47752,USD,OPP0057,Proposal,CAMP032,2026-01-30 00:00:00,Salesforce
